model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
Square<|im_end|>,heart,square,404165007,404165,"tensor([8.2192e-01, 1.6185e-01, 5.5380e-03, 4.8873e-03, 9.6237e-04, 9.6237e-04,
        7.4949e-04, 2.5902e-04, 2.1473e-04, 1.7802e-04, 1.3024e-04, 1.2235e-04,
        1.1494e-04, 9.5287e-05, 8.9514e-05, 8.4091e-05, 7.4210e-05, 7.4210e-05,
        6.5490e-05, 6.1522e-05])","['Square', 'square', 'Rectangle', 'rectangle', 'Cube', 'Box', 'Heart', 'cube', 'Rect', 'White', 'S', 'C', ' Square', 'Diamond', 'Squared', 'box', 'quare', '_square', 'Circle', 'T']",False,True
star<|im_end|>,star,square,11076002,11076,"tensor([0.3978, 0.2413, 0.0783, 0.0610, 0.0419, 0.0419, 0.0419, 0.0211, 0.0113,
        0.0094, 0.0060, 0.0047, 0.0037, 0.0029, 0.0024, 0.0024, 0.0016, 0.0010,
        0.0010, 0.0010])","['star', 'diamond', 'triangle', 'square', 'Diamond', 'Triangle', 'Star', 'Square', 'pent', 'stars', 'Stars', 'cube', 'rectangle', 'Cube', 'arrow', 'tri', 'hex', 'sp', 'heart', ' Diamond']",False,False
square<|im_end|>,heart,square,12154000,12154,"tensor([0.3738, 0.2001, 0.1214, 0.1071, 0.0394, 0.0211, 0.0198, 0.0198, 0.0186,
        0.0060, 0.0060, 0.0053, 0.0037, 0.0037, 0.0034, 0.0029, 0.0022, 0.0022,
        0.0021, 0.0015])","['square', 'Square', 'rectangle', 'heart', 'Rectangle', 'Heart', 'star', 'triangle', 'rect', 'cube', 'Star', 'diamond', 'squ', 'Triangle', 'circle', 'Cube', 'Rect', 's', 'cross', 'Diamond']",False,True
circle<|im_end|>,circle,square,143845002,143845,"tensor([0.3998, 0.2748, 0.0787, 0.0541, 0.0372, 0.0256, 0.0176, 0.0176, 0.0155,
        0.0107, 0.0088, 0.0083, 0.0061, 0.0035, 0.0029, 0.0027, 0.0015, 0.0015,
        0.0011, 0.0010])","['circle', 'Circle', 'C', 'Diamond', 'circ', 'round', 'Triangle', 'Circular', 'Round', 'c', 'oval', 'triangle', 'hex', 'diamond', 'Hex', 'ircle', ' Circle', 'Tri', 'cone', 'oct']",False,False
Diamond<|im_end|>,triangle,square,214461005,214461,"tensor([0.1867, 0.0999, 0.0999, 0.0882, 0.0778, 0.0687, 0.0606, 0.0535, 0.0417,
        0.0368, 0.0368, 0.0223, 0.0144, 0.0127, 0.0093, 0.0082, 0.0077, 0.0064,
        0.0056, 0.0053])","['Diamond', 'Circular', 'Triangle', 'circle', 'Circle', 'Round', 'triangle', 'round', 'Square', 'hex', 'oval', 'square', 'diamond', 'Hex', 'oct', 'tri', 'Oct', 'C', 'Rectangle', 'rectangle']",False,False
Triangle<|im_end|>,triangle,square,439911003,439911,"tensor([4.9855e-01, 3.8827e-01, 4.6372e-02, 2.1905e-02, 1.9331e-02, 3.8065e-03,
        3.8065e-03, 2.6161e-03, 1.7980e-03, 1.6891e-03, 1.5868e-03, 1.2358e-03,
        8.4934e-04, 5.8374e-04, 3.7689e-04, 3.7689e-04, 2.9352e-04, 2.7574e-04,
        2.5903e-04, 2.4334e-04])","['Triangle', 'Diamond', 'triangle', 'Square', 'diamond', 'Tri', 'Delta', 'D', 'tri', 'Rectangle', ' Diamond', 'T', 'square', 'S', 'Arrow', 'Hex', 'Tr', 'rectangle', 'P', 'C']",False,False
Triangle.<|im_end|>,triangle,square,412641007,412641,"tensor([8.2481e-01, 7.6719e-02, 5.9749e-02, 8.0862e-03, 5.5575e-03, 4.9045e-03,
        2.3167e-03, 2.3167e-03, 2.3167e-03, 1.5923e-03, 1.5923e-03, 9.0724e-04,
        7.0656e-04, 6.2354e-04, 5.1693e-04, 3.7819e-04, 3.7819e-04, 2.5993e-04,
        2.5993e-04, 2.4418e-04])","['Triangle', 'triangle', 'Tri', 'Square', 'Rectangle', 'tri', 'Rect', 'Hex', 'Tr', 'Pie', 'Slice', 'rectangle', 'Triangles', 'L', 'S', 'slice', 'Ir', 'T', 'Sector', 'tr']",False,False
Triangle<|im_end|>,triangle,square,19959001,19959,"tensor([0.2050, 0.1809, 0.1596, 0.1596, 0.0968, 0.0754, 0.0457, 0.0216, 0.0216,
        0.0048, 0.0031, 0.0026, 0.0024, 0.0018, 0.0015, 0.0011, 0.0008, 0.0007,
        0.0007, 0.0007])","['Triangle', 'Square', 'Triangles', 'Rect', 'S', 'Tri', 'Rectangle', 'rectangle', 'rect', 'tri', 'Tr', 'triangle', 's', 'Hex', 'T', 'Strip', 'Slice', 'square', 'Diamond', 'Qu']",False,False
Triangle<|im_end|>,triangle,square,414416017,414416,"tensor([5.9884e-01, 3.6322e-01, 1.4083e-02, 5.1810e-03, 4.5722e-03, 3.5609e-03,
        2.7732e-03, 1.4844e-03, 1.3100e-03, 1.0202e-03, 4.2528e-04, 3.5257e-04,
        2.2764e-04, 2.0089e-04, 1.7728e-04, 1.6654e-04, 1.3807e-04, 1.0101e-04,
        9.4894e-05, 8.9144e-05])","['Triangle', 'triangle', 'Diamond', 'square', 'Square', 'rectangle', 'Rectangle', 'diamond', 'Tri', 'tri', 'rh', 'tr', 'hex', '_triangle', 'Rh', 'oct', ' triangle', 'Tr', 'P', 'D']",False,False
Square<|im_end|>,star,square,546140000,546140,"tensor([8.5575e-01, 6.1990e-02, 5.4706e-02, 1.7761e-02, 3.0863e-03, 2.4036e-03,
        1.2866e-03, 5.7091e-04, 2.6968e-04, 1.8535e-04, 1.7412e-04, 9.3199e-05,
        9.3199e-05, 8.2247e-05, 7.7264e-05, 6.8186e-05, 6.0174e-05, 5.6528e-05,
        4.9886e-05, 4.9886e-05])","['Square', 'Star', 'square', 'Cube', 'star', 'cube', 'Box', 'Rectangle', 'Diamond', 'S', 'rectangle', 'diamond', 'Block', 'C', 'Blue', '_square', 'Snow', 'Squared', 'Triangle', 'box']",False,True
circle<|im_end|>,circle,square,25872018,25872,"tensor([8.2115e-01, 8.6549e-02, 3.1840e-02, 1.9312e-02, 9.1222e-03, 8.0503e-03,
        4.8827e-03, 4.3090e-03, 2.3064e-03, 1.7963e-03, 1.7963e-03, 1.0895e-03,
        1.0895e-03, 6.6081e-04, 6.6081e-04, 4.0080e-04, 4.0080e-04, 3.7652e-04,
        3.5370e-04, 3.3228e-04])","['circle', 'square', 'Circle', 'round', 'rectangle', 'Square', 'Round', 'fr', 'c', 'Circular', 'oval', 'C', 'disc', 'ircle', 'circ', 'Disc', 'disk', ' Circle', 'Disk', 'Rectangle']",False,False
Star.<|im_end|>,star,square,158913011,158913,"tensor([0.7365, 0.0776, 0.0605, 0.0196, 0.0173, 0.0153, 0.0053, 0.0041, 0.0034,
        0.0032, 0.0032, 0.0030, 0.0025, 0.0025, 0.0025, 0.0021, 0.0019, 0.0019,
        0.0017, 0.0015])","['Star', 'Hex', 'Diamond', 'Triangle', 'star', 'Square', 'Cross', 'Six', 'Oct', 'Snow', 'St', 'hex', 'Polygon', 'P', 'Stars', 'Cube', 'Fl', 'X', 'Sun', 'D']",False,False
circle<|im_end|>,circle,square,425548003,425548,"tensor([6.0860e-01, 3.6913e-01, 9.8371e-03, 1.7094e-03, 1.5086e-03, 1.0368e-03,
        9.1499e-04, 7.5855e-04, 7.5855e-04, 7.1259e-04, 5.2135e-04, 4.6009e-04,
        4.0602e-04, 2.9705e-04, 2.7906e-04, 2.4627e-04, 1.6926e-04, 1.5900e-04,
        1.4937e-04, 1.2383e-04])","['circle', 'Circle', 'round', 'Round', ' Circle', 'R', 'C', 'Circular', 'ircle', 'Sun', 'circ', 'sun', 'Disk', ' circle', 'c', '_circle', 'cir', '圆', '.circle', 'Square']",False,False
circle<|im_end|>,circle,square,294574001,294574,"tensor([0.2718, 0.1868, 0.1455, 0.0687, 0.0417, 0.0417, 0.0325, 0.0197, 0.0174,
        0.0163, 0.0144, 0.0119, 0.0099, 0.0099, 0.0082, 0.0082, 0.0068, 0.0064,
        0.0060, 0.0036])","['circle', 'Circle', 'Snake', 'C', 'S', 'snake', 'Circular', 'Ring', 'D', 'ring', 'Round', 'O', 'oval', 'Sw', 'T', 'Square', 'Dragon', 'c', 'Loop', 'ser']",False,False
Circle<|im_end|>,circle,square,119808009,119808,"tensor([0.3110, 0.2138, 0.1469, 0.1144, 0.1010, 0.0540, 0.0225, 0.0057, 0.0057,
        0.0018, 0.0018, 0.0016, 0.0014, 0.0012, 0.0011, 0.0009, 0.0008, 0.0007,
        0.0007, 0.0007])","['Circle', 'Round', 'circle', 'round', 'Circular', 'oval', 'oct', 'Oct', 'O', 'hex', 'Square', 'pent', 'C', ' Circle', 'P', 'ircle', 'ircular', 'D', '圓', ' Round']",False,False
triangle<|im_end|>,triangle,square,428033008,428033,"tensor([4.7037e-01, 3.6633e-01, 8.1739e-02, 3.4074e-02, 1.8238e-02, 5.9211e-03,
        4.0695e-03, 3.5914e-03, 3.1694e-03, 1.5937e-03, 1.3212e-03, 1.0289e-03,
        6.6433e-04, 4.8604e-04, 3.7853e-04, 3.5559e-04, 3.3405e-04, 3.3405e-04,
        2.7694e-04, 2.0261e-04])","['triangle', 'Triangle', 'Diamond', 'diamond', 'tri', 'Delta', 'Tri', 'Square', 'square', 'rectangle', 'D', 'Rectangle', ' Diamond', 'delta', 's', 'T', 'S', 'tr', ' triangle', '_triangle']",False,False
Square<|im_end|>,star,square,560969000,560969,"tensor([7.3165e-01, 2.0962e-01, 1.9498e-02, 1.7207e-02, 9.2101e-03, 2.0550e-03,
        1.1709e-03, 9.7073e-04, 8.0477e-04, 8.0477e-04, 7.1020e-04, 4.3076e-04,
        3.1515e-04, 2.7812e-04, 2.4544e-04, 2.3057e-04, 2.3057e-04, 2.1660e-04,
        1.5847e-04, 1.5847e-04])","['Square', 'Star', 'square', 'star', 'Rectangle', 'Circle', 'Stars', 'Cube', 'Hex', 'Diamond', 'rectangle', 'circle', 'S', 'Rect', 'Triangle', ' Square', 'oct', 'Cross', 'hex', ' Star']",False,True
Heart<|im_end|>,heart,square,562675001,562675,"tensor([0.3459, 0.3052, 0.1272, 0.0681, 0.0601, 0.0284, 0.0134, 0.0098, 0.0067,
        0.0056, 0.0025, 0.0013, 0.0013, 0.0013, 0.0012, 0.0011, 0.0008, 0.0008,
        0.0007, 0.0007])","['Heart', 'heart', 'Square', 'square', 'rect', 'rectangle', 'he', 'Rectangle', 'Rect', 'He', 'Cookie', ' Heart', 'Round', 'round', 'cookie', 'star', 'oval', 'Hex', ' heart', ' Square']",False,False
rectangle<|im_end|>,heart,square,170008001,170008,"tensor([0.5312, 0.1522, 0.1046, 0.0634, 0.0206, 0.0171, 0.0151, 0.0142, 0.0104,
        0.0104, 0.0046, 0.0034, 0.0032, 0.0023, 0.0018, 0.0018, 0.0017, 0.0017,
        0.0015, 0.0012])","['rectangle', 'square', 'heart', 'rect', 'Rectangle', 'Square', 'Heart', 'triangle', 'diamond', 'cross', 'X', 'hex', 'arrow', 'x', 's', 'oct', 'Rect', 'Cross', 'he', 'h']",False,False
Star<|im_end|>,star,square,359200003,359200,"tensor([7.2494e-01, 2.0770e-01, 1.9319e-02, 1.5046e-02, 1.1718e-02, 1.0341e-02,
        1.0899e-03, 1.0239e-03, 1.0239e-03, 7.4908e-04, 5.1484e-04, 3.5384e-04,
        2.9334e-04, 2.7557e-04, 2.7557e-04, 2.5888e-04, 2.0161e-04, 1.8940e-04,
        1.7792e-04, 1.7792e-04])","['Star', 'Square', 'star', 'Stars', 'Triangle', 'Cube', 'Rectangle', 'Diamond', 'square', 'stars', 'Hex', 'C', 'St', 'Snow', 'cube', 'Heart', 'Block', 'Squared', 'STAR', ' Star']",False,False
triangle<|im_end|>,triangle,square,301769002,301769,"tensor([7.0600e-01, 1.0827e-01, 9.5547e-02, 3.5150e-02, 1.6604e-02, 1.0071e-02,
        6.9214e-03, 3.7048e-03, 3.7048e-03, 3.2694e-03, 1.9830e-03, 1.2028e-03,
        7.7656e-04, 7.7656e-04, 4.1566e-04, 3.6682e-04, 2.8568e-04, 2.2249e-04,
        1.8445e-04, 1.7327e-04])","['triangle', 'square', 'Triangle', 'rectangle', 'diamond', 'Diamond', 'Square', 'hex', 'Rectangle', 'tri', 'rh', 'rect', 'oct', 'tr', 'arrow', 'circle', 'Tri', ' Diamond', ' triangle', 'polygon']",False,False
star<|im_end|>,star,square,564185001,564185,"tensor([0.2951, 0.1790, 0.1394, 0.0958, 0.0746, 0.0399, 0.0292, 0.0292, 0.0228,
        0.0084, 0.0065, 0.0061, 0.0058, 0.0054, 0.0027, 0.0027, 0.0026, 0.0019,
        0.0019, 0.0015])","['star', 'square', 'triangle', 'Star', 'X', 'Triangle', 'diamond', 'cross', 'Square', 'Cross', 'rectangle', 'Diamond', 'hex', 'heart', 'plus', 'x', 'pent', 'sun', 'Heart', 'V']",False,False
Heart<|im_end|>,heart,square,530945000,530945,"tensor([0.4154, 0.2855, 0.0818, 0.0818, 0.0266, 0.0183, 0.0086, 0.0081, 0.0076,
        0.0067, 0.0052, 0.0038, 0.0036, 0.0034, 0.0034, 0.0030, 0.0030, 0.0026,
        0.0025, 0.0022])","['Heart', 'Square', 'heart', 'Round', 'Triangle', 'round', 'Pizza', 'Circle', 'square', 'Rectangle', 'Star', 'star', 'Hex', 'circle', 'triangle', 'Circular', 'oval', 'He', 'rectangle', 'Rect']",False,False
Triangle.<|im_end|>,triangle,square,43664001,43664,"tensor([8.3669e-01, 7.7824e-02, 4.1656e-02, 1.7365e-02, 8.2026e-03, 4.3905e-03,
        3.4194e-03, 1.4254e-03, 1.2579e-03, 8.6455e-04, 8.1217e-04, 7.6296e-04,
        6.7331e-04, 4.0838e-04, 2.1859e-04, 2.0535e-04, 1.5024e-04, 1.2455e-04,
        1.0992e-04, 1.0992e-04])","['Triangle', 'triangle', 'Tri', 'Square', 'Slice', 'slice', 'tri', 'S', 'Rectangle', 'Tr', 'Hex', 'Rect', 'rectangle', 'Triangles', 'square', '_triangle', 'Star', 'rect', 'Point', 'T']",False,False
Triangle.<|im_end|>,triangle,square,175236002,175236,"tensor([8.9980e-01, 5.7522e-02, 2.3979e-02, 2.5273e-03, 2.5273e-03, 1.6318e-03,
        1.5329e-03, 1.1938e-03, 1.1215e-03, 6.3901e-04, 5.6393e-04, 3.8758e-04,
        3.8758e-04, 3.2132e-04, 2.0746e-04, 1.9489e-04, 1.8308e-04, 1.8308e-04,
        1.7199e-04, 1.7199e-04])","['Triangle', 'Tri', 'triangle', 'Square', 'Tr', 'tri', 'Rect', 'Rectangle', 'Triangles', 'Ob', 'Ir', 'rectangle', 'Half', 'Point', 'Arc', 'Equ', 'Right', 'Hex', 'Delta', 'Cur']",False,False
Heart<|im_end|>,heart,square,306407000,306407,"tensor([8.5257e-01, 6.1760e-02, 2.9173e-02, 1.3780e-02, 4.7624e-03, 3.4843e-03,
        2.5491e-03, 2.3947e-03, 1.9853e-03, 1.8650e-03, 9.9826e-04, 9.9826e-04,
        9.9826e-04, 9.3777e-04, 8.8096e-04, 8.2758e-04, 6.8609e-04, 6.4452e-04,
        6.4452e-04, 6.0547e-04])","['Heart', 'heart', 'Apple', 'Square', 'P', 'C', 'Hour', 'Pear', 'apple', 'V', 'U', 'App', 'He', 'T', 'Round', 'Cube', ' Heart', 'O', 'Rect', 'B']",False,False
Triangle<|im_end|>,triangle,square,442872000,442872,"tensor([0.2615, 0.1797, 0.1400, 0.0962, 0.0584, 0.0354, 0.0354, 0.0215, 0.0148,
        0.0130, 0.0122, 0.0108, 0.0101, 0.0101, 0.0058, 0.0051, 0.0051, 0.0051,
        0.0048, 0.0035])","['Triangle', 'Py', 'G', 'Tri', 'T', 'Pag', 'P', 'Point', 'Cur', 'Con', 'C', 'Square', 'S', 'D', 'tri', 'V', 'Tr', 'py', 'triangle', 'H']",False,False
square<|im_end|>,star,square,312574000,312574,"tensor([4.3159e-01, 2.3101e-01, 1.7991e-01, 6.6187e-02, 3.5427e-02, 1.4768e-02,
        1.0150e-02, 6.9760e-03, 2.9080e-03, 2.2648e-03, 1.1388e-03, 1.0698e-03,
        1.0050e-03, 8.8690e-04, 6.4887e-04, 6.0956e-04, 5.7263e-04, 5.0534e-04,
        4.1894e-04, 4.1894e-04])","['square', 'Square', 'star', 'Star', 'rectangle', 'oval', 'Rectangle', 'circle', 'Stars', 'Circle', 'triangle', 'O', 'Triangle', 'oct', 'stars', 'rect', 'flag', 'hex', ' Square', 's']",False,True
star<|im_end|>,star,square,51478006,51478,"tensor([0.2156, 0.2156, 0.1679, 0.1154, 0.0793, 0.0700, 0.0331, 0.0292, 0.0227,
        0.0069, 0.0027, 0.0027, 0.0027, 0.0022, 0.0020, 0.0015, 0.0011, 0.0011,
        0.0008, 0.0008])","['Stars', 'star', 'Star', 'Heart', 'heart', 'stars', 'Square', 'He', 'he', 'square', ' Hearts', 'Diamond', 'Fl', 'st', 'Triangle', 'St', 'Cube', ' Stars', 'diamond', 'dots']",False,False
Square.<|im_end|>,heart,square,447070003,447070,"tensor([8.8262e-01, 5.6424e-02, 3.8780e-02, 9.8050e-03, 4.6316e-03, 2.4791e-03,
        7.1027e-04, 6.2681e-04, 6.2681e-04, 6.2681e-04, 3.3551e-04, 3.1518e-04,
        2.7815e-04, 1.2343e-04, 1.1595e-04, 9.0301e-05, 8.4830e-05, 5.1452e-05,
        5.1452e-05, 4.8335e-05])","['Square', 'Rectangle', 'square', 'Heart', 'rectangle', 'Rect', 'Diamond', 'Cube', 'S', 'Box', 'rect', 'heart', 'Triangle', 'P', 'Qu', 'Patch', ' Square', 's', '_square', 'Squared']",False,True
Heart.<|im_end|>,heart,square,447090001,447090,"tensor([0.5061, 0.0997, 0.0604, 0.0533, 0.0533, 0.0533, 0.0367, 0.0324, 0.0286,
        0.0099, 0.0087, 0.0060, 0.0036, 0.0034, 0.0030, 0.0030, 0.0025, 0.0023,
        0.0022, 0.0018])","['Heart', 'Tag', 'heart', 'Bone', 'Round', 'tag', 'Square', 'Rectangle', 'rectangle', 'oval', 'square', 'round', 'D', 'Rect', 'O', 'Disc', 'Circle', 'Dog', 'rect', 'Hex']",False,False
square<|im_end|>,circle,square,316115002,316115,"tensor([0.2156, 0.2156, 0.1679, 0.0580, 0.0452, 0.0425, 0.0311, 0.0188, 0.0177,
        0.0166, 0.0130, 0.0130, 0.0107, 0.0101, 0.0089, 0.0048, 0.0048, 0.0042,
        0.0037, 0.0033])","['rectangle', 'square', 'triangle', 'oval', 'circle', 'hex', 'Triangle', 'diamond', 'round', 'Rectangle', 'Square', 'None', 'rect', 'oct', 'c', 'C', 'Round', 'G', 's', 'red']",False,True
Heart<|im_end|>,heart,square,74714001,74714,"tensor([7.3349e-01, 2.1015e-01, 1.9547e-02, 9.2333e-03, 2.4851e-03, 2.1931e-03,
        1.8181e-03, 1.7080e-03, 1.7080e-03, 1.4160e-03, 1.2496e-03, 1.2496e-03,
        1.0359e-03, 9.1422e-04, 7.1200e-04, 5.9026e-04, 5.5450e-04, 5.2091e-04,
        4.3185e-04, 3.8110e-04])","['Heart', 'Square', 'Dragon', 'heart', 'Rect', 'Rectangle', 'Snake', 'Diamond', 'square', 'S', 'D', 'Triangle', 'Fish', 'C', 'Cube', 'T', 'He', 'But', 'P', 'Red']",False,False
Triangle<|im_end|>,triangle,square,449944002,449944,"tensor([0.4778, 0.1758, 0.1208, 0.1066, 0.0444, 0.0185, 0.0163, 0.0127, 0.0024,
        0.0021, 0.0018, 0.0018, 0.0015, 0.0014, 0.0011, 0.0009, 0.0007, 0.0006,
        0.0006, 0.0006])","['Triangle', 'Diamond', 'Square', 'triangle', 'square', 'Rectangle', 'diamond', 'rectangle', 'hex', 'Rh', 'rh', 'Tri', 'Hex', 'Equ', ' Diamond', 'tri', 'P', 'Oct', 'oct', 'Arrow']",False,False
square<|im_end|>,star,square,429613002,429613,"tensor([7.6081e-01, 1.4981e-01, 5.5113e-02, 2.9500e-02, 1.6643e-03, 7.8615e-04,
        3.0786e-04, 2.1159e-04, 1.8673e-04, 1.2834e-04, 1.2834e-04, 1.1326e-04,
        1.0639e-04, 9.3892e-05, 8.2859e-05, 6.0621e-05, 5.0257e-05, 4.7212e-05,
        4.4351e-05, 3.9140e-05])","['square', 'Square', 'star', 'Star', 'rectangle', 'Rectangle', 'Stars', '_square', 'Box', 'cube', 'box', 'Cube', 's', '.square', ' Square', 'squ', 'quare', 'S', 'stars', ' Star']",False,True
triangle<|im_end|>,triangle,square,581553002,581553,"tensor([7.9286e-01, 9.4694e-02, 3.4836e-02, 2.1129e-02, 1.4522e-02, 6.0536e-03,
        5.6868e-03, 3.6717e-03, 3.0439e-03, 3.0439e-03, 2.2270e-03, 1.8462e-03,
        1.3507e-03, 1.1198e-03, 9.8822e-04, 9.8822e-04, 6.7919e-04, 4.3852e-04,
        4.3852e-04, 4.1195e-04])","['triangle', 'rectangle', 'square', 'diamond', 'Triangle', 'tr', 'hex', 'tri', 'oct', 'Diamond', 'rect', 'rh', 'yield', 'Rectangle', 'arrow', 'oval', 'paralle', ' triangle', 'circle', 'tra']",False,False
Square<|im_end|>,circle,square,189069005,189069,"tensor([8.1140e-01, 1.5977e-01, 5.4671e-03, 4.2578e-03, 3.3160e-03, 2.9264e-03,
        2.5825e-03, 2.0113e-03, 2.0113e-03, 8.9249e-04, 7.8762e-04, 7.3990e-04,
        6.9507e-04, 2.8975e-04, 2.4021e-04, 1.6509e-04, 7.3260e-05, 7.3260e-05,
        7.3260e-05, 6.8821e-05])","['Square', 'Cube', 'S', 'Rectangle', 'square', 'Circle', 'Box', 'Triangle', 'C', 'Sphere', 'cube', 'Rect', 'Orange', 'rectangle', 'Block', 'Squared', 'Ball', '_square', ' Square', 'Yellow']",False,True
