model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
Squares<end_of_turn>,triangle,square,19959001,19959,"tensor([9.9998e-01, 1.0259e-05, 4.8307e-06, 2.3590e-06, 1.6355e-06, 2.3545e-07,
        6.2852e-09, 3.3277e-09, 5.0954e-10, 3.4219e-10, 2.8185e-10, 1.4827e-10,
        9.9646e-11, 7.3808e-11, 6.7359e-11, 3.5134e-11, 2.9120e-11, 2.8688e-11,
        1.7819e-11, 1.6616e-11])","['Squares', 'S', 'Rect', 'Square', 'Tri', 'Quadr', ' Squares', 'squares', 'Squ', 'Squared', 'Triangle', 'Obl', 'Diamonds', 'Ir', ' squares', 'Rectangle', 'Geometric', 'C', '**', 'Diamond']",False,True
Square<end_of_turn>,triangle,square,414416017,414416,"tensor([9.9937e-01, 4.3717e-04, 1.5875e-04, 2.1314e-05, 1.3779e-05, 4.3075e-07,
        2.8730e-08, 7.7891e-09, 7.5936e-09, 6.7201e-09, 3.3217e-09, 1.9026e-09,
        1.4959e-09, 8.8166e-10, 7.2366e-10, 7.0404e-10, 6.0961e-10, 3.7497e-10,
        2.8361e-10, 2.5780e-10])","['Square', 'Diamond', 'Quadr', 'Triangle', 'Oct', 'Hex', 'Orange', 'Rect', 'Rh', 'Yellow', 'Rectangle', 'Obl', 'Polygon', 'Tra', ' Square', 'Tri', '**', 'square', 'Pent', 'Diagonal']",False,True
Square<end_of_turn>,star,square,546140000,546140,"tensor([9.9829e-01, 1.4586e-03, 2.3452e-04, 2.7536e-06, 2.4557e-06, 2.3833e-06,
        2.3114e-06, 1.6761e-06, 1.1276e-06, 6.0120e-07, 4.8246e-07, 4.2322e-07,
        2.8912e-07, 2.5378e-07, 2.3856e-07, 2.3619e-07, 2.1444e-07, 1.7494e-07,
        1.5810e-07, 1.5228e-07])","['Square', 'Cube', 'Diamond', 'Cub', 'Ir', 'Rectangle', 'Hex', 'Oct', 'Triangle', 'Rh', 'C', 'Spiral', 'Par', 'Blue', 'Box', 'Geometric', 'Squares', 'Mosaic', 'Squ', ' Square']",False,True
Square<end_of_turn>,pentagon,square,48756000,48756,"tensor([4.4521e-01, 2.8327e-01, 2.4711e-01, 1.2906e-02, 5.7165e-03, 4.2350e-03,
        1.1058e-03, 2.3194e-04, 7.2510e-05, 5.2701e-05, 3.4685e-05, 2.4941e-05,
        2.3607e-05, 4.1089e-06, 1.4454e-06, 1.1984e-06, 9.7968e-07, 7.6027e-07,
        6.8984e-07, 5.2771e-07])","['Square', 'Pent', 'Quadr', 'Hex', 'Oct', 'Polygon', 'Diamond', 'Triangle', '**', 'Rect', 'Tra', 'Dec', 'Equ', 'Rectangle', 'Rh', 'Yellow', 'Tri', 'Green', 'Geometric', 'Ir']",False,True
Circle.<end_of_turn>,circle,square,425548003,425548,"tensor([9.9997e-01, 1.1586e-05, 7.8958e-06, 3.4971e-06, 1.5797e-06, 5.7753e-07,
        4.6784e-07, 2.3554e-07, 8.1572e-08, 8.0788e-08, 7.0135e-08, 4.9160e-08,
        1.8617e-08, 1.8029e-08, 1.0226e-08, 7.7614e-09, 5.2176e-09, 4.3805e-09,
        2.9221e-09, 2.3176e-09])","['Circle', 'Round', 'Circular', 'Disk', 'Sun', 'Rising', 'Disc', 'Here', ' circle', 'Circles', '**', 'Red', 'Sphere', 'Japan', ' Circle', 'circle', 'O', 'Japanese', 'Cherry', 'Square']",False,False
Circle<end_of_turn>,circle,square,294574001,294574,"tensor([8.8679e-01, 9.5040e-02, 1.3079e-02, 2.1412e-03, 2.0326e-03, 4.4679e-04,
        3.4708e-04, 4.3049e-05, 2.2623e-05, 1.6742e-05, 9.6668e-06, 9.1832e-06,
        6.9404e-06, 3.0631e-06, 2.4060e-06, 1.4256e-06, 1.0235e-06, 9.4563e-07,
        9.1407e-07, 9.0869e-07])","['Circle', 'Ring', 'Tor', 'Loop', 'Spiral', 'Circular', 'T', 'Don', '環', 'Halo', 'Ann', 'Helix', 'Ho', '环', 'D', 'O', 'S', 'Ellipse', 'Circles', 'C']",False,False
Square<end_of_turn>,star,square,560969000,560969,"tensor([9.9996e-01, 3.1681e-05, 4.1727e-06, 2.5592e-06, 2.4419e-07, 2.0656e-07,
        1.1117e-07, 8.8642e-08, 3.2108e-08, 2.7839e-08, 1.9978e-08, 1.5239e-08,
        8.7156e-09, 7.2087e-09, 5.8500e-09, 4.8055e-09, 3.0448e-09, 7.6974e-10,
        7.0145e-10, 6.7814e-10])","['Square', 'Diamond', 'Star', 'Hex', 'Rh', 'Triangle', 'Squ', 'Oct', 'Heart', 'square', 'Rectangle', 'Polygon', 'Pent', ' Square', 'Squares', 'Quadr', 'Tra', 'Par', '**', 'Cube']",False,True
Heart<end_of_turn>,heart,square,562675001,562675,"tensor([9.9999e-01, 1.0805e-05, 2.0533e-07, 2.0337e-08, 1.5269e-08, 1.3767e-08,
        6.1374e-09, 6.0254e-09, 4.3342e-09, 3.1751e-09, 2.7919e-09, 1.6807e-09,
        1.3996e-09, 1.0627e-09, 9.8288e-10, 6.5630e-10, 5.8347e-10, 4.5365e-10,
        4.1951e-10, 2.4750e-10])","['Heart', 'Hearts', 'Diamond', 'Hear', 'Geometric', ' hearts', 'Ginger', 'Lo', 'heart', ' Heart', ' heart', 'P', 'Square', 'Diamonds', 'Or', 'Herz', 'Ornament', 'Squares', 'Oval', 'Star']",False,False
Square.<end_of_turn>,heart,square,170008001,170008,"tensor([9.9991e-01, 8.8734e-05, 3.1513e-08, 3.1222e-08, 6.3743e-09, 6.0918e-09,
        4.4055e-09, 4.0930e-09, 4.8863e-10, 4.6723e-10, 2.2562e-10, 1.5280e-10,
        1.2395e-10, 9.3307e-11, 6.9711e-11, 3.5966e-11, 3.2268e-11, 2.2596e-11,
        1.6480e-11, 1.5996e-11])","['Square', 'Squares', 'Heart', 'Cube', 'Rectangle', 'square', ' Square', 'Here', 'Squared', ' square', 'Box', 'Squ', 'Rect', 'Paper', '**', 'Boxes', 'Blue', 'Shapes', '<start_of_image>', '▢']",False,True
Square<end_of_turn>,star,square,359200003,359200,"tensor([9.7868e-01, 2.1320e-02, 2.3915e-07, 4.3272e-08, 3.1506e-08, 1.0272e-08,
        9.8906e-09, 7.9307e-09, 8.3572e-10, 8.3080e-10, 5.1741e-10, 3.2846e-10,
        1.9858e-10, 1.1302e-10, 1.0724e-10, 9.7363e-11, 9.5247e-11, 5.9097e-11,
        2.9467e-11, 2.9134e-11])","['Square', 'Squares', 'Quadr', 'Squ', 'Squared', 'Rect', 'Cube', ' Square', 'Block', 'Blocks', 'Stars', 'Sq', 'Quad', 'Rectangle', 'square', ' Squares', 'Geometric', 'Cub', 'C', 'Oct']",False,True
Square.<end_of_turn>,triangle,square,301769002,301769,"tensor([1.0000e+00, 7.7197e-07, 5.3049e-07, 3.3085e-08, 3.2384e-08, 3.0668e-08,
        1.8210e-08, 9.3959e-09, 3.8711e-09, 1.8840e-09, 1.8424e-09, 1.4896e-09,
        1.1355e-09, 1.1072e-09, 1.0028e-09, 5.1254e-10, 4.3343e-10, 4.1546e-10,
        3.6040e-10, 3.5083e-10])","['Square', 'Diamond', 'Circle', 'Rectangle', 'Triangle', 'Round', ' Square', 'Squ', 'Rect', 'Oct', 'Red', 'Squares', 'T', 'square', 'Rounded', 'White', 'Sphere', 'Obl', 'Quadr', 'Cube']",False,True
Diamond<end_of_turn>,star,square,564185001,564185,"tensor([5.2074e-01, 4.7891e-01, 1.1174e-04, 8.4497e-05, 3.6450e-05, 3.5864e-05,
        2.8065e-05, 1.3626e-05, 8.6290e-06, 7.7207e-06, 4.9511e-06, 4.7648e-06,
        4.1293e-06, 3.7406e-06, 2.6355e-06, 1.7929e-06, 1.4058e-06, 7.4206e-07,
        6.4312e-07, 5.8728e-07])","['Diamond', 'Square', 'Triangle', 'Geometric', 'Hex', 'Star', 'Cross', 'Floral', 'Heart', 'Rh', 'Quadr', 'Oct', 'Rectangle', 'Squares', 'Sw', 'Diagonal', 'Squared', 'Check', 'Chevron', 'Diamonds']",False,False
Heart<end_of_turn>,heart,square,530945000,530945,"tensor([1.0000e+00, 9.0815e-07, 5.9512e-07, 3.8635e-07, 2.5092e-07, 1.7290e-07,
        1.1366e-07, 4.4028e-08, 3.6013e-08, 2.8485e-08, 2.7963e-08, 2.5074e-08,
        2.4400e-08, 2.0576e-08, 1.7949e-08, 1.7038e-08, 1.6012e-08, 1.5224e-08,
        1.4287e-08, 1.1151e-08])","['Heart', 'Ir', 'heart', ' Heart', 'Diamond', ' heart', '**', 'Hearts', 'Triangle', 'Square', 'Love', '<start_of_image>', 'Broken', 'D', 'As', 'Def', 'L', 'Rough', 'Squ', 'Un']",False,False
Squares<end_of_turn>,circle,square,172475010,172475,"tensor([8.8068e-01, 1.0977e-01, 7.4724e-03, 8.1907e-04, 6.0160e-04, 2.7564e-04,
        1.9083e-04, 5.3044e-05, 3.9806e-05, 3.5487e-05, 1.9845e-05, 6.5146e-06,
        5.1685e-06, 4.0674e-06, 3.1041e-06, 3.0345e-06, 2.7874e-06, 2.1541e-06,
        1.9462e-06, 1.9221e-06])","['Squares', 'Square', 'Circles', 'Dots', 'Diamond', 'Diamonds', 'Circle', 'Stars', 'Boxes', 'Squ', 'Hex', 'Rh', 'Rect', ' Squares', 'Squared', 'Sq', 'Rectangle', ' squares', 'Flower', 'squares']",False,True
Triangle<end_of_turn>,triangle,square,43664001,43664,"tensor([9.9398e-01, 3.5484e-03, 1.3424e-03, 1.1269e-03, 1.0379e-07, 9.7125e-08,
        8.1652e-08, 7.5553e-08, 6.8636e-08, 2.9190e-08, 2.7116e-08, 1.2460e-08,
        7.0405e-09, 6.1048e-09, 2.7830e-09, 2.3769e-09, 2.2829e-09, 2.1993e-09,
        1.4173e-09, 8.6294e-10])","['Triangle', 'Tri', 'Quadr', 'Square', 'S', ' triangular', 'Ir', 'Obl', 'Rect', '**', 'Rectangle', 'Sector', 'Tra', 'Slice', ' Triangular', 'triangle', 'Right', 'W', ' Triangle', 'Geometric']",False,False
Quadrilateral<end_of_turn>,triangle,square,175236002,175236,"tensor([9.6118e-01, 3.2069e-02, 4.4630e-03, 1.6510e-03, 3.9462e-04, 2.0579e-04,
        2.7456e-05, 3.6999e-06, 1.9224e-06, 1.1617e-07, 1.0459e-07, 1.0412e-07,
        6.5158e-08, 6.2933e-08, 4.4069e-08, 2.9029e-08, 2.0356e-08, 1.8968e-08,
        1.4233e-08, 5.3908e-09])","['Quadr', 'Triangle', 'Tri', 'Square', 'Tra', 'Rect', 'Obl', 'Ir', 'Rectangle', 'C', 'Rh', 'S', 'Sector', 'Geometric', 'Right', 'Diagonal', '**', 'W', 'Quadrant', 'Ob']",False,False
Oval<end_of_turn>,star,square,312574000,312574,"tensor([9.9720e-01, 2.5724e-03, 1.6431e-04, 3.5713e-05, 1.7378e-05, 8.0400e-06,
        2.2570e-06, 1.1866e-06, 8.6609e-07, 6.7755e-07, 3.7841e-07, 3.7204e-07,
        2.4224e-07, 2.1748e-07, 1.3502e-07, 1.2542e-07, 1.0015e-07, 9.3716e-08,
        8.1534e-08, 6.3814e-08])","['Oval', 'Ellipse', ' Oval', 'Ell', 'Sphere', 'Obl', 'Diamond', 'oval', 'Orb', 'Te', 'Blob', 'El', 'Cloud', 'Football', 'Rounded', 'Squ', 'Circle', 'Square', 'O', 'Blue']",False,False
Square<end_of_turn>,heart,square,447070003,447070,"tensor([1.0000e+00, 9.5592e-08, 8.0080e-08, 1.4783e-08, 1.6745e-09, 4.5110e-10,
        3.9982e-10, 3.8428e-10, 4.0183e-11, 2.8084e-11, 2.6575e-11, 1.4845e-11,
        3.5283e-12, 2.7837e-12, 1.4503e-12, 1.3221e-12, 9.1754e-13, 6.8464e-13,
        6.7819e-13, 6.1597e-13])","['Square', 'Diamond', 'Heart', 'Squares', 'Rectangle', 'Geometric', ' Square', 'Squ', 'Cube', 'Squared', 'Rh', '**', 'square', 'Box', 'Here', 'Triangle', 'Par', 'T', 'Te', '<start_of_image>']",False,True
Oval.<end_of_turn>,heart,square,447090001,447090,"tensor([7.2195e-01, 1.0049e-01, 9.1723e-02, 3.3170e-02, 2.5375e-02, 1.6539e-02,
        7.0410e-03, 1.1150e-03, 9.8579e-04, 7.4026e-04, 1.8568e-04, 1.4610e-04,
        1.4309e-04, 1.4188e-04, 4.2832e-05, 4.2097e-05, 3.6901e-05, 3.1085e-05,
        1.1549e-05, 1.0500e-05])","['Oval', 'Hex', 'Obl', 'Oct', 'Rounded', 'Round', 'Heart', 'Shield', 'Te', 'Circular', 'Ell', ' Oval', 'Square', 'Diamond', 'Ellipse', 'Squ', 'Pol', 'Dog', 'Rect', 'Rectangle']",False,False
Triangle<end_of_turn>,circle,square,316115002,316115,"tensor([9.1696e-01, 4.5639e-02, 1.3572e-02, 7.3671e-03, 6.5894e-03, 4.8019e-03,
        2.7361e-03, 8.8528e-04, 7.0123e-04, 4.0742e-04, 8.0932e-05, 3.2035e-05,
        2.7592e-05, 2.5633e-05, 2.3379e-05, 2.1407e-05, 2.0390e-05, 1.4687e-05,
        1.3769e-05, 1.2907e-05])","['Triangle', 'Circle', 'Diamond', 'Rounded', 'Round', 'Red', 'Square', 'Circular', 'Hex', 'Tri', 'Oval', 'Oct', 'Heart', 'Chevron', 'T', 'Cur', 'Tra', 'Sphere', 'Pent', 'Rect']",False,False
Square<end_of_turn>,heart,square,74714001,74714,"tensor([9.8408e-01, 1.4995e-02, 5.6534e-04, 1.7380e-04, 1.5651e-04, 1.0397e-05,
        5.8752e-06, 4.0861e-06, 2.4932e-06, 2.1301e-06, 1.2264e-06, 1.1036e-06,
        9.9713e-07, 8.6195e-07, 6.8784e-07, 6.2969e-07, 5.9356e-07, 4.7845e-07,
        4.7701e-07, 3.9793e-07])","['Square', 'Heart', 'Cube', 'Block', 'Rectangle', 'Rect', 'Obl', 'Oct', 'Button', 'Quadr', 'Ir', 'Tra', 'Circle', 'Box', 'Bell', 'Diamond', 'Cub', 'Rh', 'Rounded', 'Te']",False,True
Diamond<end_of_turn>,triangle,square,449944002,449944,"tensor([6.6161e-01, 3.1517e-01, 2.2732e-02, 2.7415e-04, 9.3402e-05, 4.7753e-05,
        3.1129e-05, 3.1094e-05, 3.3429e-06, 6.0177e-07, 2.7470e-07, 2.3804e-07,
        2.1270e-07, 1.1158e-07, 8.6360e-08, 4.3093e-08, 3.8592e-08, 3.6298e-08,
        3.5204e-08, 2.5317e-08])","['Diamond', 'Square', 'Quadr', 'Oct', 'Hex', 'Tra', 'Squ', 'Rh', 'Yellow', 'Squared', 'Diagonal', 'Equ', 'El', 'Obl', 'Ir', 'Polygon', 'As', 'Diamonds', '**', 'Triangle']",False,False
Square<end_of_turn>,star,square,429613002,429613,"tensor([1.0000e+00, 9.4499e-08, 2.8787e-08, 2.5113e-08, 1.5252e-08, 8.4228e-09,
        3.3656e-09, 2.3018e-09, 5.9593e-10, 4.9168e-10, 1.7131e-10, 1.5602e-10,
        1.5444e-10, 1.4337e-10, 1.0049e-10, 9.2340e-11, 9.0777e-11, 4.9936e-11,
        4.7789e-11, 4.4582e-11])","['Square', 'Rectangle', 'Triangle', 'Squares', ' Square', 'Cube', 'Circle', 'Blue', 'square', 'Diamond', 'Yellow', 'Par', 'C', 'Squ', 'Orange', 'Here', 'Hex', 'Check', ' square', 'Squared']",False,True
Triangle<end_of_turn>,triangle,square,581553002,581553,"tensor([9.9997e-01, 2.3101e-05, 4.2249e-06, 1.8079e-06, 3.7239e-07, 2.3475e-07,
        1.2098e-07, 8.4687e-08, 8.1692e-08, 4.5028e-08, 4.2348e-08, 2.4775e-08,
        1.4433e-08, 5.2446e-09, 5.1316e-09, 3.0289e-09, 2.0549e-09, 1.8673e-09,
        1.2507e-09, 1.0946e-09])","['Triangle', 'Arrow', 'Ups', 'Yield', 'Tri', 'Circle', 'Oct', 'Up', 'Hex', ' Triangle', 'triangle', 'In', 'Cross', 'Chevron', 'Diamond', 'Traffic', 'Down', 'Square', 'Right', ' triangle']",False,False
Square<end_of_turn>,heart,square,75369002,75369,"tensor([9.9959e-01, 4.0965e-04, 5.7858e-07, 3.2736e-07, 5.7835e-08, 4.2964e-08,
        2.3039e-08, 2.2728e-08, 1.9684e-08, 1.4782e-08, 1.1352e-08, 8.1379e-09,
        4.2877e-09, 3.5670e-09, 2.5866e-09, 1.5128e-09, 1.1828e-09, 1.1430e-09,
        7.4937e-10, 5.2679e-10])","['Square', 'Cube', 'Geometric', 'Quadr', 'Rect', 'Diamond', 'Squared', 'Cub', 'Heart', 'Ir', 'C', 'Hex', 'square', ' Square', 'Te', 'Obl', 'Tra', 'Oct', 'Rh', 'L']",False,True
Star<end_of_turn>,star,square,524692000,524692,"tensor([7.0268e-01, 2.6993e-01, 2.4461e-02, 2.5044e-03, 1.7762e-04, 8.6295e-05,
        5.4721e-05, 4.4557e-05, 2.7157e-05, 1.4731e-05, 1.1817e-05, 3.8848e-06,
        3.7959e-06, 7.8415e-07, 7.4782e-07, 5.0715e-07, 3.4398e-07, 3.3296e-07,
        2.8126e-07, 2.8042e-07])","['Star', 'Heart', 'Square', 'Diamond', 'Flower', 'Stars', 'Hearts', 'Squares', 'Starburst', 'Circle', 'Spiral', 'Triangle', 'Squ', 'Oval', 'Rh', ' Star', 'Pink', 'Here', 'Rectangle', 'Daisy']",False,False
Square<end_of_turn>,star,square,359830001,359830,"tensor([1.0000e+00, 2.8759e-09, 1.1638e-09, 4.0442e-10, 3.0095e-10, 2.7454e-10,
        1.3873e-10, 1.3283e-10, 7.6348e-11, 3.0509e-11, 2.1238e-11, 4.4478e-12,
        4.2905e-12, 2.6858e-12, 2.4527e-12, 2.0312e-12, 1.5951e-12, 8.8425e-13,
        7.0610e-13, 4.6704e-13])","['Square', ' Square', 'Triangle', 'Diamond', 'Rectangle', 'Circle', 'Squares', 'square', 'Squ', 'Star', '**', 'Cube', 'Here', ' square', 'Par', 'Yellow', 'Oct', '<start_of_image>', 'Rh', 'Oval']",False,True
Triangle<end_of_turn>,triangle,square,455952000,455952,"tensor([9.7441e-01, 2.2409e-02, 2.8631e-03, 2.4358e-04, 3.6443e-05, 1.9416e-05,
        7.2864e-06, 5.2027e-06, 1.1720e-06, 3.1833e-07, 8.8879e-08, 4.4594e-08,
        2.2771e-08, 2.1287e-08, 1.6329e-08, 5.8068e-09, 2.2070e-09, 1.2292e-09,
        5.7043e-10, 4.7439e-10])","['Triangle', 'Square', 'Pent', 'Hex', 'Quadr', 'Oct', 'Diamond', 'In', 'Red', 'Ups', 'Tri', 'Polygon', 'Tra', 'Rh', 'Rectangle', '**', 'triangle', 'Equ', 'Geometric', ' Triangle']",False,False
Square<end_of_turn>,star,square,403826004,403826,"tensor([9.9946e-01, 5.3875e-04, 1.1512e-06, 1.1251e-06, 4.3062e-07, 3.3138e-07,
        2.6752e-07, 2.3989e-07, 2.0849e-07, 1.8707e-07, 1.2438e-07, 1.1812e-07,
        9.1201e-08, 8.8629e-08, 6.8380e-08, 6.0641e-08, 4.6665e-08, 4.2026e-08,
        3.2453e-08, 3.0182e-08])","['Square', 'Diamond', 'Cube', 'Rectangle', 'Sphere', 'Oct', 'Triangle', 'Squ', 'Shield', 'C', 'Squared', ' Square', 'Geometric', 'Star', 'Squares', 'Box', 'Circle', 'Rh', 'Hex', 'Mosaic']",False,True
Circle<end_of_turn>,circle,square,250922003,250922,"tensor([9.9734e-01, 2.2784e-03, 1.4336e-04, 7.0905e-05, 6.9864e-05, 2.1167e-05,
        1.7484e-05, 1.3748e-05, 1.1789e-05, 5.6530e-06, 4.7607e-06, 3.5820e-06,
        2.6454e-06, 2.5718e-06, 1.2344e-06, 1.0797e-06, 1.0356e-06, 6.8439e-07,
        5.4692e-07, 4.8585e-07])","['Circle', 'Ring', 'Oval', 'Circles', 'Floral', 'Blue', 'Diamond', 'Square', 'Circular', 'Round', 'Spiral', 'Geometric', 'Disk', 'Ann', 'Ellipse', 'Triangle', 'Rim', ' circle', 'Bull', 'Hex']",False,False
Diamond<end_of_turn>,star,square,63918002,63918,"tensor([8.9197e-01, 8.8662e-02, 8.4476e-03, 4.8668e-03, 3.1201e-03, 6.0561e-04,
        4.7294e-04, 3.9285e-04, 3.2677e-04, 2.6804e-04, 2.3512e-04, 1.5893e-04,
        1.3111e-04, 1.0598e-04, 7.9397e-05, 2.9696e-05, 2.3702e-05, 2.0021e-05,
        1.4132e-05, 9.7084e-06])","['Diamond', 'Star', 'Chevron', 'Square', 'Cross', 'Arrow', 'Diagonal', 'Oct', 'Sw', 'Triangle', 'Hex', 'Quadr', 'Target', 'Starburst', 'Abstract', 'Spiral', 'Rh', 'Bl', 'Diamonds', 'Circle']",False,False
