model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
 Triangle<|im_end|>,triangle,square,19959001,19959,"tensor([0.4430, 0.1403, 0.1295, 0.1143, 0.0421, 0.0387, 0.0259, 0.0148, 0.0074,
        0.0073, 0.0039, 0.0029, 0.0024, 0.0017, 0.0017, 0.0015, 0.0011, 0.0008,
        0.0006, 0.0005])","['Triangle', 'Square', 'Tri', 'The', 'Rectangle', 'triangle', 'Rect', 'S', 'Qu', 'D', 'square', 'W', 'tri', 'B', 'Hex', 'T', 'P', 'Into', ' triangles', 'It']",False,False
 diamond<|im_end|>,triangle,square,414416017,414416,"tensor([6.0832e-01, 3.0053e-01, 3.2072e-02, 2.5476e-02, 9.4036e-03, 5.3153e-03,
        4.8664e-03, 1.8375e-03, 1.4885e-03, 1.2909e-03, 5.2961e-04, 4.5620e-04,
        4.4408e-04, 4.2750e-04, 3.3443e-04, 2.9682e-04, 2.2825e-04, 1.8137e-04,
        1.7225e-04, 1.5479e-04])","['d', 'triangle', 'rectangle', 'square', 'tri', 'hex', 'tr', 'rect', 'oct', 'pent', 'round', 'rh', 'di', 'p', 'circle', 't', 'arrow', 'Triangle', 'oval', 'ob']",False,False
 triangle<|im_end|>,triangle,square,21510001,21510,"tensor([0.5207, 0.1298, 0.0978, 0.0639, 0.0468, 0.0344, 0.0185, 0.0115, 0.0096,
        0.0066, 0.0047, 0.0028, 0.0024, 0.0023, 0.0022, 0.0019, 0.0019, 0.0016,
        0.0016, 0.0015])","['triangle', 'tri', 't', 'square', 'rect', 'rectangle', 'point', 'sp', 'py', 'tr', 'round', 'st', 'c', 'ch', 'p', 'cone', 'long', 'd', 'hex', 'trip']",False,False
 star<|im_end|>,star,square,546140000,546140,"tensor([9.3007e-01, 2.7713e-02, 2.7048e-02, 4.1769e-03, 1.2773e-03, 1.1879e-03,
        1.1058e-03, 4.9636e-04, 4.5219e-04, 4.1117e-04, 3.6196e-04, 3.2228e-04,
        3.1283e-04, 3.0014e-04, 2.9523e-04, 2.7905e-04, 2.6319e-04, 1.3475e-04,
        8.0026e-05, 7.9890e-05])","['star', 'triangle', 'd', 'square', 'rectangle', 'cross', 'stars', 'st', '星', ' star', 'aster', 'Star', 'circle', 'arrow', 'p', 'hex', 'pent', 'blue', 'round', 't']",False,False
 circle<|im_end|>,circle,square,25872018,25872,"tensor([6.9783e-01, 2.0764e-01, 3.5497e-02, 1.9326e-02, 4.5425e-03, 4.0209e-03,
        2.4003e-03, 2.1523e-03, 2.0568e-03, 1.9764e-03, 1.7585e-03, 1.6593e-03,
        1.5485e-03, 1.1925e-03, 6.8019e-04, 6.3433e-04, 6.2810e-04, 5.8366e-04,
        4.0198e-04, 3.1271e-04])","['circle', 'round', 'oval', 'fr', 'square', 'rectangle', 'disc', 'circ', 'triangle', 'd', 'frame', 'heart', 'none', 'c', 'ring', 'disk', 'rounded', 'ell', ' circle', 'white']",False,False
 star<|im_end|>,star,square,158913011,158913,"tensor([7.9258e-01, 1.1776e-01, 1.5349e-02, 1.2554e-02, 7.6959e-03, 6.5832e-03,
        3.4635e-03, 3.3856e-03, 3.0530e-03, 2.5119e-03, 1.9040e-03, 1.9022e-03,
        1.6378e-03, 1.4182e-03, 1.1040e-03, 1.0851e-03, 1.0079e-03, 7.4098e-04,
        6.7924e-04, 6.5183e-04])","['star', 'd', 'square', 'triangle', 'cross', 'round', 'oct', 'stars', 'hex', 'Star', 'pent', 'st', ' star', 'flower', 'p', 'circle', '星', 'tri', 's', 'aster']",False,False
 circle<|im_end|>,circle,square,425548003,425548,"tensor([8.9368e-01, 5.2888e-02, 2.6716e-02, 4.6632e-03, 2.3074e-03, 1.7976e-03,
        1.6750e-03, 1.6570e-03, 1.1707e-03, 9.1006e-04, 8.4825e-04, 7.9813e-04,
        7.9244e-04, 7.1070e-04, 5.8811e-04, 4.8741e-04, 3.8286e-04, 2.9479e-04,
        2.1475e-04, 2.0684e-04])","['circle', 'round', 'star', 'oval', 'circ', 'triangle', 'red', 'rectangle', 'heart', 'square', 'c', 'ell', 'stars', 'd', 'sun', 'cross', ' circle', 'p', 'st', 'oct']",False,False
 circle<|im_end|>,circle,square,294574001,294574,"tensor([8.7255e-01, 4.3706e-02, 4.0374e-02, 8.3837e-03, 6.3067e-03, 5.7001e-03,
        1.6921e-03, 1.6818e-03, 1.3560e-03, 1.1423e-03, 9.5851e-04, 8.7876e-04,
        7.1284e-04, 5.7245e-04, 5.5489e-04, 4.2874e-04, 4.1504e-04, 4.1218e-04,
        3.2848e-04, 3.0414e-04])","['circle', 'round', 'ring', 'circ', 'oval', 'c', 'Circle', 'd', 'heart', 'C', 'r', ' circle', 'O', 'don', 'ell', 'cir', 'sp', 'square', 'wheel', 'triangle']",False,False
 triangle<|im_end|>,triangle,square,428033008,428033,"tensor([7.3035e-01, 1.5802e-01, 3.1524e-02, 2.3057e-02, 7.5351e-03, 5.2471e-03,
        5.1632e-03, 3.3949e-03, 3.1905e-03, 2.3389e-03, 1.7611e-03, 1.3841e-03,
        1.1301e-03, 1.1241e-03, 1.0114e-03, 9.7718e-04, 9.5844e-04, 7.1318e-04,
        7.0723e-04, 6.4414e-04])","['triangle', 'd', 'square', 'tri', 'rectangle', 'star', 'round', 'oct', 'hex', 'tr', 'heart', 'bird', 'k', 'rect', 'dragon', 'arrow', 't', 's', 'circle', 'rain']",False,False
 star<|im_end|>,star,square,560969000,560969,"tensor([9.4911e-01, 2.0434e-02, 8.8692e-03, 2.7792e-03, 1.7989e-03, 1.6501e-03,
        1.3184e-03, 1.1517e-03, 1.0938e-03, 9.9239e-04, 7.8858e-04, 7.1915e-04,
        4.4906e-04, 4.2017e-04, 3.4315e-04, 3.2208e-04, 3.0675e-04, 2.6408e-04,
        2.6093e-04, 2.3728e-04])","['star', 'd', 'triangle', 'square', 'hex', 'stars', 'rectangle', 'p', 'heart', 'arrow', 'pent', 'dog', ' star', 'cross', 'st', '星', 'he', 'circle', 'Star', 'aster']",False,False
 heart<|im_end|>,heart,square,562675001,562675,"tensor([9.7460e-01, 7.7895e-03, 5.1922e-03, 3.0738e-03, 9.7402e-04, 9.5321e-04,
        9.2846e-04, 9.1999e-04, 6.6307e-04, 6.5597e-04, 2.5812e-04, 2.0691e-04,
        1.4441e-04, 1.3875e-04, 1.3632e-04, 1.2577e-04, 1.1634e-04, 1.0724e-04,
        8.0851e-05, 7.5411e-05])","['heart', 'he', 'round', 'circle', 'hex', 'square', ' heart', 'rectangle', 'triangle', 'oval', 'Heart', ' hearts', 'c', 'circ', 'rect', 'd', 'b', 'star', 'oct', 'tri']",False,False
 heart<|im_end|>,heart,square,170008001,170008,"tensor([9.7739e-01, 7.1034e-03, 2.8220e-03, 2.4547e-03, 1.8580e-03, 9.8354e-04,
        8.4558e-04, 7.3610e-04, 6.8703e-04, 5.4786e-04, 5.4427e-04, 3.1019e-04,
        3.0756e-04, 2.2244e-04, 1.7209e-04, 1.5174e-04, 1.2783e-04, 1.1005e-04,
        1.0449e-04, 8.8595e-05])","['heart', 'he', 'rectangle', 'square', 'triangle', 'hex', 'p', 'd', 'star', 'none', ' heart', 'cross', 'oval', 'circle', 'Heart', ' hearts', 'red', 'rect', 'round', 'oct']",False,False
 star<|im_end|>,star,square,359200003,359200,"tensor([7.5900e-01, 9.1077e-02, 4.6333e-02, 2.5469e-02, 2.3015e-02, 8.7651e-03,
        6.2249e-03, 5.4345e-03, 5.1901e-03, 4.0131e-03, 1.5170e-03, 1.3462e-03,
        1.2959e-03, 1.2642e-03, 9.6987e-04, 9.5964e-04, 8.9824e-04, 7.4063e-04,
        6.1013e-04, 5.8969e-04])","['star', 'Star', 'triangle', 'stars', 'square', 'Square', 'd', 'tri', 'Triangle', 'round', 'oct', '星', 'Tri', 'heart', 'st', ' star', 'rectangle', 'Stars', 'D', 'p']",False,False
 diamond<|im_end|>,triangle,square,301769002,301769,"tensor([5.2344e-01, 4.3699e-01, 1.0928e-02, 6.5429e-03, 4.5938e-03, 3.2388e-03,
        3.1756e-03, 1.3178e-03, 6.4687e-04, 6.4320e-04, 6.2545e-04, 5.5607e-04,
        3.3240e-04, 2.9539e-04, 2.7564e-04, 2.3847e-04, 2.2503e-04, 2.1536e-04,
        1.8730e-04, 1.8353e-04])","['d', 'triangle', 'tri', 'square', 'rectangle', 'hex', 'tr', 'oct', 'arrow', 'round', 'pent', 'di', 'Triangle', 'p', 't', 'D', 'circle', 'py', ' triangle', 'rh']",False,False
 star<|im_end|>,star,square,564185001,564185,"tensor([0.7221, 0.0768, 0.0419, 0.0166, 0.0157, 0.0145, 0.0111, 0.0104, 0.0094,
        0.0086, 0.0049, 0.0047, 0.0043, 0.0039, 0.0034, 0.0026, 0.0020, 0.0013,
        0.0012, 0.0011])","['star', 'triangle', 'square', 'round', 'circle', 'cross', 'none', 'heart', 'd', 'rectangle', 'stars', 'no', 'oval', 'p', 'st', 'tri', 'arrow', 'x', 'rect', 'sp']",False,False
 heart<|im_end|>,heart,square,530945000,530945,"tensor([8.7895e-01, 3.6321e-02, 1.9953e-02, 1.4632e-02, 9.4986e-03, 8.7967e-03,
        3.1172e-03, 2.5952e-03, 1.9623e-03, 1.9540e-03, 1.7442e-03, 1.3936e-03,
        1.3013e-03, 1.2184e-03, 1.0736e-03, 8.0547e-04, 7.4198e-04, 3.9930e-04,
        3.8419e-04, 3.1930e-04])","['heart', 'square', 'triangle', 'round', 'he', 'rectangle', 'hex', 'circle', 'd', 'p', 'Heart', 'rect', 'oval', ' heart', 'star', 'half', 'oct', 'dog', 'r', 'b']",False,False
 circle<|im_end|>,circle,square,172475010,172475,"tensor([0.2913, 0.2253, 0.1829, 0.0708, 0.0541, 0.0318, 0.0182, 0.0107, 0.0095,
        0.0073, 0.0066, 0.0064, 0.0042, 0.0041, 0.0040, 0.0035, 0.0033, 0.0028,
        0.0027, 0.0026])","['circle', 'round', 'oval', 'rectangle', 'square', 'circ', 'O', 'rect', 'triangle', 'o', 'Round', 'Rectangle', 'Square', 'd', 'c', 'ell', 'oct', 'hex', 'C', 'tri']",False,False
 triangle<|im_end|>,triangle,square,175236002,175236,"tensor([8.3726e-01, 4.8857e-02, 3.8361e-02, 2.3397e-02, 2.0308e-02, 9.3834e-03,
        3.9732e-03, 1.6404e-03, 1.5611e-03, 1.3416e-03, 7.5694e-04, 6.8878e-04,
        5.7577e-04, 4.9696e-04, 4.8166e-04, 3.3039e-04, 3.0654e-04, 3.0196e-04,
        2.7673e-04, 2.6726e-04])","['triangle', 'square', 'tri', 'rectangle', 'round', 'rect', 'tr', 'oval', 'circle', 'half', 'd', 'Triangle', 'w', 'oct', 'ob', 'p', ' triangle', 'Rectangle', 'sem', 'cur']",False,False
 heart<|im_end|>,heart,square,306407000,306407,"tensor([0.6943, 0.1055, 0.1042, 0.0386, 0.0168, 0.0029, 0.0026, 0.0023, 0.0016,
        0.0014, 0.0014, 0.0013, 0.0011, 0.0011, 0.0011, 0.0010, 0.0009, 0.0009,
        0.0008, 0.0008])","['heart', 'apple', 'round', 'pear', 'oval', 's', 'pe', 'te', 'p', 'c', 'ball', 'g', 'app', 'triangle', ' heart', 'circle', 'ob', 'd', 'b', 'ap']",False,False
 triangle<|im_end|>,triangle,square,442872000,442872,"tensor([0.4103, 0.1786, 0.0443, 0.0408, 0.0321, 0.0304, 0.0226, 0.0195, 0.0191,
        0.0154, 0.0142, 0.0112, 0.0107, 0.0107, 0.0101, 0.0086, 0.0086, 0.0059,
        0.0055, 0.0054])","['triangle', 'tri', 'cur', 'square', 'oct', 'Triangle', 'rectangle', 'py', 'Rectangle', 'Tri', 'Cur', 'round', 'arch', 'd', 'Square', 'rect', 'hex', 'tr', 'Rect', 'pent']",False,False
 star<|im_end|>,star,square,312574000,312574,"tensor([9.4948e-01, 2.2343e-02, 7.5709e-03, 6.9016e-03, 2.0453e-03, 1.8165e-03,
        1.2812e-03, 9.0879e-04, 4.9663e-04, 3.9762e-04, 3.7975e-04, 3.2657e-04,
        3.0253e-04, 2.7741e-04, 2.7542e-04, 2.7509e-04, 1.5318e-04, 1.3571e-04,
        1.2072e-04, 1.1702e-04])","['star', 'circle', 'rectangle', 'square', 'stars', 'round', 'd', 'triangle', 'Star', 'cross', 'oval', 'hex', ' star', '星', 'st', 'shape', 'aster', 'white', 'p', 'oct']",False,False
 star<|im_end|>,star,square,51478006,51478,"tensor([0.2531, 0.2433, 0.1606, 0.0868, 0.0581, 0.0482, 0.0417, 0.0113, 0.0111,
        0.0098, 0.0045, 0.0045, 0.0043, 0.0042, 0.0027, 0.0026, 0.0024, 0.0020,
        0.0019, 0.0013])","['star', 'triangle', 'd', 'heart', 'square', 'cross', 'stars', 'he', 'x', 'rectangle', 'p', 's', 'tri', 'hex', 'circle', 'oct', 'arrow', 'dog', 'st', 'ar']",False,False
 heart<|im_end|>,heart,square,447070003,447070,"tensor([9.9678e-01, 7.6834e-04, 4.0130e-04, 3.6764e-04, 3.1575e-04, 2.6308e-04,
        1.9847e-04, 1.8027e-04, 1.6845e-04, 1.5601e-04, 2.2592e-05, 1.9049e-05,
        1.7250e-05, 1.6885e-05, 1.2725e-05, 8.4869e-06, 7.4835e-06, 7.2609e-06,
        6.8034e-06, 6.5904e-06])","['heart', 'he', 'triangle', 'rectangle', 'Heart', ' heart', 'd', 'hex', 'square', 'circle', 'oval', 'star', '心', 'p', 'round', 'rect', 'red', '-heart', 'dog', ' hearts']",False,False
 heart<|im_end|>,heart,square,447090001,447090,"tensor([8.6144e-01, 5.1818e-02, 1.4424e-02, 1.2997e-02, 1.2342e-02, 7.4837e-03,
        4.6876e-03, 4.4202e-03, 4.1914e-03, 3.8671e-03, 3.1392e-03, 1.7920e-03,
        1.6909e-03, 1.3970e-03, 1.2209e-03, 1.0284e-03, 8.6010e-04, 7.0929e-04,
        6.0930e-04, 4.5181e-04])","['heart', 'round', 'bone', 'circle', 'oval', 'hex', 'dog', 'square', 'rectangle', 'triangle', 'tag', 'b', 'd', ' heart', 'he', 'bell', 'star', 'ell', 'rect', 'oct']",False,False
 circle<|im_end|>,circle,square,316115002,316115,"tensor([7.3629e-01, 1.4951e-01, 2.1638e-02, 1.6840e-02, 1.5015e-02, 6.2047e-03,
        4.9019e-03, 4.6963e-03, 3.8516e-03, 3.2267e-03, 2.8301e-03, 2.4893e-03,
        1.9349e-03, 1.7213e-03, 1.1573e-03, 1.0720e-03, 9.1271e-04, 7.4337e-04,
        4.8801e-04, 4.5195e-04])","['circle', 'round', 'oval', 'square', 'rectangle', 'heart', 'triangle', 'c', 'circ', 'none', 'd', 'star', 'ell', 'number', 'o', 'sm', 'letter', 'rounded', 'no', 'r']",False,False
