model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
Star<end_of_turn>,star,square,546140000,546140,"tensor([1.0000e+00, 5.5986e-07, 7.6234e-08, 1.3815e-08, 7.2479e-09, 4.5877e-09,
        3.2850e-09, 2.6121e-09, 1.4235e-09, 1.3332e-09, 1.1971e-09, 8.8087e-10,
        7.9138e-10, 7.6184e-10, 4.9681e-10, 3.7165e-10, 3.5054e-10, 3.2358e-10,
        2.7315e-10, 2.5477e-10])","['Star', 'Starburst', '**', 'Flower', 'Pent', 'Stars', 'Here', 'star', 'Starts', 'Start', '<start_of_image>', ' Star', 'Aster', 'Blue', 'L', 'Five', 'Bl', 'Diamond', 'Hex', 'STAR']",False,False
Pentagon<end_of_turn>,pentagon,square,48756000,48756,"tensor([9.9999e-01, 7.0957e-06, 2.8124e-06, 3.5099e-07, 5.0228e-08, 2.7147e-08,
        2.0988e-08, 1.6823e-08, 4.0800e-09, 6.5885e-10, 2.8884e-10, 1.7057e-10,
        1.5252e-10, 1.1431e-10, 5.6223e-11, 5.2159e-11, 4.8386e-11, 1.8982e-11,
        1.0378e-11, 8.7496e-12])","['Pent', 'Polygon', 'Hex', '**', 'Diamond', 'Quadr', 'Oct', 'Dec', 'Tra', 'Triangle', 'Yellow', 'P', 'Ir', 'Rh', 'Here', 'pent', 'Green', ' pent', 'X', 'Pol']",False,False
Circle.<end_of_turn>,circle,square,425548003,425548,"tensor([9.9999e-01, 2.3746e-06, 1.5384e-06, 5.5845e-07, 4.1795e-07, 3.6579e-07,
        1.8533e-07, 6.9470e-08, 6.3108e-08, 5.7127e-08, 4.3418e-08, 6.0573e-09,
        5.7989e-09, 3.0599e-09, 2.8541e-09, 2.2512e-09, 1.6179e-09, 7.9748e-10,
        5.0109e-10, 3.6177e-10])","['Circle', 'Circular', 'Disk', 'Sun', 'Round', 'Disc', 'Rising', 'Here', ' circle', '**', 'Circles', 'Sphere', 'Red', 'circle', ' Circle', 'O', 'Japan', 'Okay', 'Cherry', 'Sak']",False,False
Circle<end_of_turn>,circle,square,294574001,294574,"tensor([8.5279e-01, 1.2267e-01, 1.9378e-02, 2.7363e-03, 1.2787e-03, 5.1249e-04,
        4.9889e-04, 3.9090e-05, 2.8119e-05, 2.3514e-05, 1.4317e-05, 9.2845e-06,
        7.9879e-06, 4.2287e-06, 2.3232e-06, 1.7618e-06, 1.3465e-06, 1.3234e-06,
        9.9729e-07, 8.0865e-07])","['Circle', 'Ring', 'Tor', 'Spiral', 'Loop', 'T', 'Circular', 'Don', 'Halo', '環', 'Ann', 'Helix', 'Ho', '环', 'D', 'O', 'Circles', 'Ellipse', 'S', 'Bracelet']",False,False
Star<end_of_turn>,star,square,560969000,560969,"tensor([1.0000e+00, 4.1700e-07, 3.0698e-07, 2.4672e-07, 2.1897e-07, 2.0357e-07,
        7.8104e-08, 7.2710e-08, 7.1841e-08, 4.0672e-08, 3.6019e-08, 2.8049e-08,
        1.7569e-08, 1.7505e-08, 9.9480e-09, 8.0005e-09, 6.3427e-09, 6.0954e-09,
        3.4832e-09, 2.5358e-09])","['Star', '**', 'Hex', 'Diamond', 'Square', 'Starburst', 'Here', ' Star', 'Pent', 'Triangle', 'Start', '<start_of_image>', 'Rh', 'Heart', 'Flower', 'Circle', 'star', 'Stars', 'L', 'Polygon']",False,False
Heart<end_of_turn>,heart,square,562675001,562675,"tensor([9.9998e-01, 1.7586e-05, 3.0481e-09, 1.6667e-09, 1.3005e-09, 5.3108e-10,
        4.4160e-10, 5.4948e-11, 5.1015e-11, 3.1267e-11, 2.9664e-11, 2.5027e-11,
        1.9921e-11, 1.9292e-11, 1.5016e-11, 1.4261e-11, 1.3891e-11, 1.0156e-11,
        8.4067e-12, 7.5641e-12])","['Heart', 'Hearts', ' hearts', ' Heart', 'heart', 'Hear', ' heart', 'Lo', 'Ginger', 'Ornament', 'Or', 'Herz', ' Hearts', '**', 'Her', 'Oval', 'Cookie', 'Sweet', 'Circles', 'Here']",False,False
Heart<end_of_turn>,heart,square,170008001,170008,"tensor([1.0000e+00, 5.3992e-07, 3.1263e-07, 4.5767e-08, 3.4700e-08, 2.5377e-08,
        1.2532e-08, 8.9624e-09, 2.3430e-09, 1.6895e-09, 4.7602e-10, 4.6880e-10,
        2.9688e-10, 2.4259e-10, 1.3072e-10, 9.4879e-11, 7.7183e-11, 4.3935e-11,
        3.7575e-11, 3.2634e-11])","['Heart', 'Hearts', 'Here', 'heart', ' Heart', ' heart', '**', 'Hear', '<start_of_image>', ' hearts', '❤️', 'Shape', 'Pink', '<', 'Valentine', 'The', 'Triangle', 'Sweet', 'It', '�']",False,False
Star<end_of_turn>,star,square,359200003,359200,"tensor([9.8722e-01, 1.2780e-02, 3.8966e-07, 3.8272e-07, 3.7327e-08, 9.7823e-09,
        4.0608e-09, 3.3379e-09, 3.1004e-09, 2.7138e-09, 2.2978e-09, 1.2954e-09,
        1.1611e-09, 7.9409e-10, 5.3564e-10, 5.0333e-10, 4.8046e-10, 4.1439e-10,
        3.9336e-10, 3.7682e-10])","['Star', 'Stars', 'Starred', 'Square', 'Starburst', 'Starts', '**', ' Star', '⭐', 'Start', 'star', '⭐️', ' stars', 'stars', 'Squares', ' star', '☆', 'Super', 'Pent', '星']",False,False
Triangle<end_of_turn>,triangle,square,301769002,301769,"tensor([9.9988e-01, 8.2418e-05, 2.5372e-05, 4.4211e-06, 3.8571e-06, 1.7017e-06,
        6.8997e-08, 4.9780e-08, 3.4880e-08, 3.3618e-08, 2.5927e-08, 2.0537e-08,
        1.9579e-08, 1.3976e-08, 1.0067e-08, 9.7628e-09, 3.0190e-09, 2.5414e-09,
        2.3419e-09, 1.9166e-09])","['Triangle', 'Diamond', 'Ups', 'In', 'Tri', 'Equ', 'Arrow', 'Square', 'Py', 'Right', ' Triangle', 'Hex', 'Tra', 'Circle', 'Rh', 'triangle', 'Down', '**', 'Chevron', 'Rounded']",False,False
Star<end_of_turn>,star,square,564185001,564185,"tensor([9.9860e-01, 1.2503e-03, 5.0014e-05, 3.2191e-05, 2.3477e-05, 1.1650e-05,
        1.1533e-05, 6.4108e-06, 4.4305e-06, 2.1739e-06, 7.4187e-07, 6.9479e-07,
        5.8927e-07, 4.6426e-07, 3.8398e-07, 3.4131e-07, 2.7221e-07, 1.5977e-07,
        1.1883e-07, 9.6041e-08])","['Star', 'Starburst', 'Spiral', 'Floral', 'Flower', 'Cross', 'Daisy', 'Stars', 'Spider', 'Sw', 'Galaxy', 'Leaf', 'St', 'Sp', 'X', 'Aster', 'Stella', 'Bl', 'Starred', 'Triangle']",False,False
Heart<end_of_turn>,heart,square,530945000,530945,"tensor([1.0000e+00, 2.8254e-07, 2.4355e-07, 2.2235e-07, 1.9704e-07, 6.9481e-08,
        2.2719e-08, 1.4463e-08, 1.0387e-08, 4.2617e-09, 4.0720e-09, 2.1186e-09,
        1.7029e-09, 1.4770e-09, 1.2464e-09, 1.2289e-09, 9.5915e-10, 8.0231e-10,
        7.1843e-10, 6.8244e-10])","['Heart', '**', ' Heart', 'heart', ' heart', '❤️', 'Here', 'Hear', '<start_of_image>', 'Ir', 'Love', 'Def', 'Hearts', 'Valentine', 'Shape', 'D', 'Squ', 'Broken', 'Okay', '""']",False,False
Circles<end_of_turn>,circle,square,172475010,172475,"tensor([9.5743e-01, 3.1689e-02, 8.9946e-03, 1.3962e-03, 1.4193e-04, 1.1512e-04,
        7.0682e-05, 3.0923e-05, 2.4960e-05, 1.8105e-05, 1.4826e-05, 1.4276e-05,
        1.3949e-05, 1.1160e-05, 3.4520e-06, 3.2649e-06, 2.9150e-06, 2.8499e-06,
        2.6807e-06, 2.3931e-06])","['Circles', 'Dots', 'Circle', 'Squares', 'Stars', 'Diamonds', 'Diamond', 'Hearts', ' Circles', 'Dot', 'Hex', 'Square', 'Pol', ' circles', ' Dots', 'circles', 'Rect', 'D', 'Circ', 'Boxes']",False,False
Triangle<end_of_turn>,triangle,square,43664001,43664,"tensor([9.9978e-01, 2.1539e-04, 5.7190e-08, 2.7920e-09, 1.8324e-09, 5.6329e-10,
        2.5460e-10, 2.0871e-10, 1.5191e-10, 1.4791e-10, 1.3590e-10, 1.3302e-10,
        9.4644e-11, 9.0260e-11, 4.7603e-11, 4.0944e-11, 3.9221e-11, 3.8882e-11,
        3.7932e-11, 1.6866e-11])","['Triangle', 'Tri', 'Quadr', '**', ' triangular', 'triangle', ' Triangle', 'Sector', 'S', 'Pizza', 'Ir', 'Slice', 'Square', 'Tra', 'Right', ' Triangular', 'W', ' triangle', 'Obl', 'Tr']",False,False
Triangle<end_of_turn>,triangle,square,175236002,175236,"tensor([9.1226e-01, 8.7363e-02, 3.7893e-04, 7.4288e-07, 9.2790e-08, 5.8125e-08,
        4.1954e-08, 1.9535e-08, 1.7954e-08, 1.3340e-08, 7.5415e-09, 6.6699e-09,
        2.9310e-09, 2.0533e-09, 8.6629e-10, 8.5954e-10, 6.0164e-10, 5.6353e-10,
        4.9372e-10, 3.9336e-10])","['Triangle', 'Tri', 'Quadr', 'Tra', 'Obl', 'Ir', '**', 'Sector', 'Right', 'C', 'S', ' triangular', 'Tr', 'Ob', 'W', 'Square', 'T', 'Rect', 'Rh', 'Quarter']",False,False
Star<end_of_turn>,star,square,312574000,312574,"tensor([1.0000e+00, 9.1676e-07, 7.2203e-07, 6.3763e-07, 2.9138e-07, 9.5888e-08,
        6.6899e-08, 3.9473e-08, 1.7121e-08, 9.9677e-09, 9.6628e-09, 9.0908e-09,
        5.3512e-09, 4.8709e-09, 4.3343e-09, 3.7454e-09, 2.8155e-09, 9.8814e-10,
        9.5626e-10, 9.2940e-10])","['Star', 'Oval', 'Circle', 'Sphere', 'Starburst', 'Blue', 'Ellipse', ' Star', 'Stars', '**', 'Diamond', 'star', 'Square', 'Rounded', 'Circular', 'Ell', 'Round', 'El', 'Obl', 'Blob']",False,False
Heart<end_of_turn>,heart,square,447070003,447070,"tensor([1.0000e+00, 6.5063e-08, 5.6237e-08, 5.9827e-09, 3.8457e-09, 1.4691e-09,
        6.2569e-10, 4.2121e-10, 4.0518e-10, 1.6963e-10, 1.5347e-10, 5.7048e-11,
        5.6981e-11, 4.7371e-11, 4.4952e-11, 3.6941e-11, 3.4580e-11, 2.5872e-11,
        1.3978e-11, 1.0104e-11])","['Heart', 'Here', '**', ' Heart', 'heart', ' heart', 'Hearts', '<start_of_image>', 'Diamond', 'Hear', '❤️', 'D', 'Square', 'Shape', 'The', 'T', 'Okay', '$\\', '\n\n', 'A']",False,False
Heart<end_of_turn>,heart,square,447090001,447090,"tensor([9.2464e-01, 7.4355e-02, 4.3555e-04, 1.8510e-04, 1.7898e-04, 9.4579e-05,
        4.2292e-05, 3.7486e-05, 7.3602e-06, 6.3703e-06, 4.4211e-06, 1.9414e-06,
        1.7473e-06, 1.6712e-06, 1.3741e-06, 3.6335e-07, 3.2099e-07, 2.3090e-07,
        2.2364e-07, 2.1975e-07])","['Heart', 'Oval', 'Obl', 'Hex', 'Round', 'Rounded', 'Shield', 'Te', ' Oval', 'Ell', 'Diamond', 'Dog', 'Circular', 'Ellipse', 'Oct', 'Pear', 'Leaf', 'Pol', 'T', 'Bl']",False,False
Triangle<end_of_turn>,circle,square,316115002,316115,"tensor([7.5870e-01, 1.8397e-01, 1.9269e-02, 1.3759e-02, 9.1741e-03, 5.3411e-03,
        5.2532e-03, 2.0998e-03, 1.6268e-03, 2.6467e-04, 1.2749e-04, 6.5822e-05,
        5.3603e-05, 3.8888e-05, 3.7753e-05, 3.0411e-05, 2.9358e-05, 2.2927e-05,
        1.9522e-05, 1.5508e-05])","['Triangle', 'Circle', 'Diamond', 'Round', 'Rounded', 'Square', 'Red', 'Circular', 'Hex', 'Tri', 'Oval', 'Oct', 'Heart', 'Chevron', 'Sphere', 'T', 'Cur', 'Pent', 'Rect', 'Tra']",False,False
Heart<end_of_turn>,heart,square,74714001,74714,"tensor([1.0000e+00, 3.1197e-07, 9.3731e-08, 5.0588e-08, 2.9572e-08, 2.4917e-08,
        4.5869e-09, 9.6275e-10, 4.9495e-10, 3.1633e-10, 1.1916e-10, 7.1749e-11,
        5.5739e-11, 5.0908e-11, 4.3230e-11, 4.0171e-11, 2.2852e-11, 1.8934e-11,
        1.7217e-11, 1.5529e-11])","['Heart', 'Here', '**', 'heart', '❤️', ' Heart', ' heart', 'Hear', 'Hearts', '<start_of_image>', 'The', 'Shape', '♥', '""', 'Red', '$\\', 'Okay', 'Love', 'It', 'T']",False,False
Diamond<end_of_turn>,triangle,square,449944002,449944,"tensor([4.6416e-01, 3.5752e-01, 1.6224e-01, 1.4741e-02, 9.7530e-04, 2.2687e-04,
        1.0063e-04, 2.8423e-05, 2.1814e-06, 3.0885e-07, 2.7234e-07, 2.6197e-07,
        1.7770e-07, 1.7681e-07, 1.1138e-07, 1.0524e-07, 6.0287e-08, 4.5247e-08,
        3.4018e-08, 2.8719e-08])","['Diamond', 'Triangle', 'Tri', 'Tra', 'Rh', 'Quadr', 'Equ', 'Hex', 'Oct', 'Pent', 'Diagonal', '**', 'El', 'Py', 'Square', 'Ir', 'Ob', 'Obl', ' Triangular', 'Is']",False,False
Star<end_of_turn>,star,square,429613002,429613,"tensor([9.9999e-01, 7.2708e-06, 1.8491e-07, 9.3433e-09, 4.6281e-09, 3.6010e-09,
        6.4154e-10, 5.4859e-10, 4.9035e-10, 2.4117e-10, 2.2099e-10, 1.8491e-10,
        1.3152e-10, 7.0498e-11, 3.0685e-11, 2.5354e-11, 1.9630e-11, 1.4035e-11,
        1.2872e-11, 9.2906e-12])","['Star', 'Circle', 'Stars', ' Star', 'Square', 'Round', 'Starburst', ' star', '**', 'Start', 'star', 'Sphere', 'Here', 'Triangle', 'Pent', 'Starred', '<start_of_image>', 'Circular', 'Hex', 'White']",False,False
Triangle<end_of_turn>,triangle,square,581553002,581553,"tensor([9.9999e-01, 4.7844e-06, 1.3326e-06, 3.3602e-07, 2.1753e-07, 9.6043e-09,
        5.4197e-09, 5.0901e-09, 2.2644e-09, 1.5460e-09, 1.3558e-09, 8.4665e-10,
        6.7416e-10, 5.3171e-10, 3.5874e-10, 3.1416e-10, 2.8726e-10, 1.5178e-10,
        1.4732e-10, 1.2240e-10])","['Triangle', 'Arrow', 'Yield', 'Tri', 'Ups', ' Triangle', 'triangle', 'Chevron', 'In', 'Up', 'Diamond', 'Down', 'Downward', 'V', 'Right', ' triangle', 'Hex', 'Cross', 'Oct', 'Circle']",False,False
Heart<end_of_turn>,heart,square,75369002,75369,"tensor([1.0000e+00, 1.8446e-08, 1.1223e-08, 6.6850e-09, 4.2629e-09, 1.1422e-09,
        3.0387e-10, 9.7178e-11, 5.2737e-11, 4.8260e-11, 1.0696e-11, 8.4199e-12,
        8.2472e-12, 8.2334e-12, 7.2853e-12, 4.8570e-12, 4.5195e-12, 4.3146e-12,
        3.8833e-12, 3.7663e-12])","['Heart', ' Heart', 'heart', '**', ' heart', 'Here', 'Hearts', 'Hear', '<start_of_image>', '❤️', '""', 'Sweet', 'Te', 'T', 'Sp', '-', 'The', 'A', 'Shape', 'Oval']",False,False
Star<end_of_turn>,star,square,524692000,524692,"tensor([9.9954e-01, 2.8027e-04, 1.3194e-04, 4.3282e-05, 4.2493e-06, 5.4545e-07,
        5.4001e-08, 4.4918e-08, 1.3711e-08, 9.1893e-09, 8.9121e-09, 3.2545e-09,
        3.1682e-09, 1.8215e-09, 1.8196e-09, 1.6418e-09, 1.5741e-09, 1.4300e-09,
        1.3060e-09, 1.3040e-09])","['Star', 'Stars', 'Heart', 'Starburst', 'Hearts', 'Flower', 'Starts', ' Star', 'Diamond', 'star', 'Start', '**', 'Here', ' star', 'Aster', 'Starred', 'Spiral', 'Circles', 'Four', '<start_of_image>']",False,False
Star<end_of_turn>,star,square,359830001,359830,"tensor([1.0000e+00, 9.6095e-08, 3.0969e-09, 1.0020e-09, 7.9336e-10, 6.1595e-10,
        4.1567e-10, 3.0394e-10, 2.7407e-10, 1.4787e-10, 1.0710e-10, 7.3756e-11,
        5.3437e-11, 3.6140e-11, 3.6121e-11, 2.6409e-11, 1.8247e-11, 1.7268e-11,
        1.2056e-11, 1.1587e-11])","['Star', '**', 'Here', 'Starburst', 'Pent', '<start_of_image>', 'Stars', ' Star', '⭐️', 'star', 'Start', '⭐', 'Diamond', ' star', 'Triangle', 'Starts', 'White', 'Square', 'Aster', 'Circle']",False,False
Triangle<end_of_turn>,triangle,square,455952000,455952,"tensor([1.0000e+00, 1.8774e-08, 6.2473e-11, 6.9211e-12, 6.5746e-12, 2.7509e-12,
        2.2450e-12, 1.8471e-12, 1.6565e-12, 1.2149e-12, 5.3341e-13, 2.0616e-13,
        1.9428e-13, 1.1462e-13, 3.9139e-14, 3.0839e-14, 2.0851e-14, 8.3259e-15,
        6.2926e-15, 3.8256e-15])","['Triangle', 'Tri', 'triangle', ' Triangle', 'Equ', 'In', '**', 'Hex', 'Tra', 'Oct', 'Ups', ' triangle', 'Pent', 'Red', 'Rh', 'Dec', 'Diamond', 'Quadr', 'Tr', 'Right']",False,False
Star<end_of_turn>,star,square,403826004,403826,"tensor([1.0000e+00, 6.6355e-07, 3.8325e-07, 1.9457e-08, 4.2756e-09, 3.5172e-09,
        3.3036e-09, 2.5210e-09, 9.1888e-10, 5.5564e-10, 2.6895e-10, 2.3482e-10,
        1.6259e-10, 1.6018e-10, 1.5677e-10, 1.3597e-10, 1.1508e-10, 9.2192e-11,
        9.0621e-11, 7.7945e-11])","['Star', 'Starburst', 'Stars', '**', 'Aster', 'Diamond', 'Here', 'star', ' Star', 'Starts', 'Pent', '<start_of_image>', '⭐', 'Sho', 'Start', 'Six', 'Starred', 'It', ' star', 'Eight']",False,False
Circle<end_of_turn>,circle,square,250922003,250922,"tensor([9.9705e-01, 2.4533e-03, 2.7413e-04, 1.1164e-04, 3.7534e-05, 2.4159e-05,
        1.3558e-05, 9.6523e-06, 6.7505e-06, 6.5203e-06, 2.8315e-06, 2.4961e-06,
        2.2347e-06, 1.3627e-06, 1.1789e-06, 8.8511e-07, 5.8776e-07, 5.3339e-07,
        5.2723e-07, 5.0293e-07])","['Circle', 'Ring', 'Oval', 'Circles', 'Floral', 'Blue', 'Circular', 'Square', 'Diamond', 'Round', 'Ann', 'Geometric', 'Spiral', 'Ellipse', 'Disk', 'Rim', 'Triangle', ' circle', ' Circle', 'Dots']",False,False
Star<end_of_turn>,star,square,63918002,63918,"tensor([9.9924e-01, 7.6044e-04, 6.2409e-07, 4.5431e-07, 1.3584e-07, 9.7674e-08,
        5.6375e-08, 3.5005e-08, 2.7283e-08, 2.2620e-08, 2.1122e-08, 7.8923e-09,
        7.7433e-09, 6.1594e-09, 5.9953e-09, 4.8828e-09, 2.8034e-09, 2.7838e-09,
        2.4172e-09, 2.2547e-09])","['Star', 'Starburst', 'Bl', 'Flower', 'Diamond', 'Aster', 'Chevron', 'Burst', 'Stars', 'star', 'Daisy', 'Cross', ' Star', 'Qu', 'Spiral', 'Start', 'Pet', 'Galaxy', 'Floral', 'Fl']",False,False
Heart<end_of_turn>,heart,square,207289003,207289,"tensor([1.0000e+00, 1.7918e-08, 7.5233e-09, 5.0538e-09, 2.4208e-09, 7.4305e-10,
        6.7059e-10, 8.7967e-11, 5.0013e-11, 2.4413e-11, 1.4168e-11, 9.0963e-12,
        7.4442e-12, 7.0259e-12, 6.3255e-12, 2.8887e-12, 2.8683e-12, 2.1699e-12,
        2.0047e-12, 1.9835e-12])","['Heart', ' Heart', 'heart', ' heart', 'Here', 'Hear', 'Hearts', 'Diamond', '**', 'Star', 'Circle', '<start_of_image>', 'Red', 'Squ', 'T', 'D', 'Paw', 'Te', 'Be', 'Oval']",False,False
