model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
Triangles<end_of_turn>,triangle,square,19959001,19959,"tensor([9.9999e-01, 4.6126e-06, 1.6201e-06, 2.9678e-08, 5.2161e-09, 1.9261e-09,
        9.1805e-10, 2.4380e-10, 2.4180e-10, 4.3935e-11, 2.8304e-11, 2.3609e-11,
        1.0687e-11, 1.0430e-11, 9.3994e-12, 4.3275e-12, 2.3658e-12, 2.2977e-12,
        1.7552e-12, 1.0149e-12])","['Tri', 'Triangle', 'S', 'Squares', 'W', 'tri', 'Quadr', ' Tri', 'Rect', ' triangles', 'Pizza', 'Wed', ' Wed', 'Ir', 'Pieces', 'Tr', '<start_of_image>', 'T', '**', 'wed']",False,False
Diamond<end_of_turn>,triangle,square,414416017,414416,"tensor([9.9720e-01, 2.3457e-03, 4.3869e-04, 5.4844e-06, 3.6137e-06, 3.6048e-06,
        1.0173e-06, 4.9778e-07, 3.5294e-09, 3.3950e-09, 2.8419e-09, 2.8059e-09,
        2.6443e-09, 2.2121e-09, 1.7780e-09, 7.3731e-10, 4.5744e-10, 2.1283e-10,
        1.8636e-10, 1.5198e-10])","['Diamond', 'Square', 'Quadr', 'Triangle', 'Hex', 'Oct', 'Rh', 'Tra', 'Polygon', 'Diagonal', 'Rectangle', ' Diamond', '**', 'Pent', 'Orange', 'Quadrant', 'Obl', 'El', 'Equ', 'Yellow']",False,False
Star<end_of_turn>,star,square,546140000,546140,"tensor([9.4134e-01, 4.9569e-02, 8.5068e-03, 3.9845e-04, 1.1816e-04, 3.1689e-05,
        1.5861e-05, 4.5843e-06, 2.4365e-06, 1.8051e-06, 1.7736e-06, 1.7300e-06,
        1.4300e-06, 1.2326e-06, 7.6908e-07, 4.7193e-07, 4.4790e-07, 3.3307e-07,
        2.1581e-07, 1.7043e-07])","['Star', 'Flower', 'Square', 'Starburst', 'Four', 'Diamond', 'Floral', 'Quadr', 'Stella', 'Mosaic', 'Spiral', 'Bl', 'Aster', 'Geometric', 'Rh', 'Blue', 'L', 'Hex', 'Quad', 'Tet']",False,False
Pentagon<end_of_turn>,pentagon,square,48756000,48756,"tensor([1.0000e+00, 1.3286e-06, 9.2768e-07, 8.3078e-08, 1.3524e-08, 6.7846e-09,
        1.7054e-09, 1.5255e-09, 8.1294e-10, 1.3090e-10, 4.5550e-11, 4.5156e-11,
        3.8220e-11, 1.6092e-11, 1.4182e-11, 1.2449e-11, 1.1566e-11, 1.1032e-11,
        8.9086e-12, 4.0804e-12])","['Pent', 'Hex', 'Polygon', '**', 'Oct', 'Quadr', 'Diamond', 'Dec', 'Tra', 'Triangle', 'pent', 'Yellow', 'P', ' pent', 'Rh', 'Ir', ' Pentagon', 'Here', 'Green', 'Geometric']",False,False
Circle.<end_of_turn>,circle,square,425548003,425548,"tensor([1.0000e+00, 5.2645e-07, 5.2010e-07, 2.4197e-07, 1.6798e-07, 6.3749e-08,
        4.1438e-08, 2.6727e-08, 1.9706e-08, 1.2115e-08, 4.9746e-09, 2.9624e-09,
        2.7810e-09, 2.0738e-09, 1.5959e-09, 1.2015e-09, 6.4319e-10, 5.6832e-10,
        5.1337e-10, 3.9307e-10])","['Circle', 'Disk', 'Disc', 'Sun', 'Here', '**', 'Circular', 'Round', 'Circles', ' circle', 'Okay', 'Sphere', 'Rising', 'Japan', 'Red', 'O', ' Circle', 'circle', '圓', 'Cherry']",False,False
Circle<end_of_turn>,circle,square,294574001,294574,"tensor([8.0279e-01, 1.9285e-01, 2.3527e-03, 1.0322e-03, 6.0390e-04, 1.9982e-04,
        9.0220e-05, 2.0612e-05, 1.4611e-05, 1.4429e-05, 1.0925e-05, 7.1508e-06,
        3.1336e-06, 1.0307e-06, 8.3158e-07, 8.2135e-07, 5.5687e-07, 4.6859e-07,
        3.9203e-07, 3.8140e-07])","['Circle', 'Ring', 'Tor', 'Loop', 'Spiral', 'Circular', 'T', 'Don', '環', 'Ann', 'Halo', 'Ho', '环', 'Ellipse', 'D', 'Helix', 'S', 'Circles', 'O', ' circle']",False,False
Square<end_of_turn>,star,square,560969000,560969,"tensor([9.9767e-01, 2.0006e-03, 2.4376e-04, 7.1612e-05, 9.9217e-06, 1.9196e-06,
        1.9111e-06, 7.1198e-07, 4.8220e-07, 1.3183e-07, 9.0184e-08, 3.3107e-08,
        2.4957e-08, 2.2490e-08, 2.1901e-08, 2.0435e-08, 1.9766e-08, 1.9157e-08,
        9.0719e-09, 7.7226e-09])","['Square', 'Hex', 'Diamond', 'Star', 'Triangle', 'Oct', 'Heart', 'Pent', 'Rh', 'Rectangle', 'Polygon', 'He', ' Square', '**', 'Squ', 'Squares', 'Cube', '<start_of_image>', 'Par', 'square']",False,True
Heart<end_of_turn>,heart,square,562675001,562675,"tensor([9.9997e-01, 2.4945e-05, 4.5421e-08, 3.1536e-08, 3.0521e-08, 1.5684e-08,
        1.3232e-08, 6.4108e-09, 5.4628e-09, 4.2975e-09, 2.3202e-09, 1.8494e-09,
        1.4281e-09, 1.2830e-09, 8.4807e-10, 8.1170e-10, 6.9351e-10, 6.7438e-10,
        3.9864e-10, 3.8971e-10])","['Heart', 'Hearts', 'Geometric', 'Diamond', ' hearts', 'Hear', 'Ginger', 'heart', ' Heart', ' heart', 'Lo', 'Or', 'P', 'Circles', 'Herz', 'Her', 'Stars', 'Diamonds', 'Cookie', 'Sh']",False,False
Heart<end_of_turn>,heart,square,170008001,170008,"tensor([9.9965e-01, 3.3539e-04, 8.2410e-06, 8.3126e-07, 8.0183e-07, 4.1482e-07,
        8.2877e-08, 4.8194e-08, 3.9315e-08, 2.8090e-08, 2.7741e-08, 2.3558e-08,
        2.0468e-08, 2.0404e-08, 6.4655e-09, 5.1802e-09, 4.2767e-09, 3.2077e-09,
        2.1861e-09, 1.7766e-09])","['Heart', 'Square', 'Hearts', 'Squares', 'Here', 'Diamond', 'Rectangle', 'Geometric', 'heart', ' heart', ' hearts', 'Rh', '**', ' Heart', 'Pink', 'Shape', '<start_of_image>', 'Squ', 'Butterfly', 'Be']",False,False
Square<end_of_turn>,star,square,359200003,359200,"tensor([8.9615e-01, 9.2039e-02, 6.2757e-03, 5.5253e-03, 4.7348e-06, 8.2651e-07,
        7.5949e-07, 6.0863e-07, 4.6103e-07, 1.5324e-07, 1.0979e-07, 8.9022e-08,
        7.5297e-08, 6.7783e-08, 2.9498e-08, 2.3679e-08, 1.3855e-08, 1.1502e-08,
        7.2064e-09, 4.3835e-09])","['Square', 'Star', 'Stars', 'Squares', 'Starred', 'Quadr', 'Oct', 'Rect', 'Squ', 'Squared', 'Quad', 'Block', 'Blocks', ' Square', 'Tet', 'Rh', 'Cube', 'Ir', 'Starburst', 'Rectangle']",False,True
Square<end_of_turn>,triangle,square,301769002,301769,"tensor([9.9821e-01, 1.7281e-03, 5.2071e-05, 4.1797e-06, 1.0947e-06, 6.2244e-07,
        1.9407e-07, 1.5741e-07, 1.4408e-07, 1.0053e-07, 7.5614e-08, 6.8509e-08,
        5.0539e-08, 4.8859e-08, 3.1996e-08, 3.0050e-08, 2.7495e-08, 2.5145e-08,
        1.6859e-08, 1.5641e-08])","['Square', 'Diamond', 'Triangle', 'Rectangle', 'Circle', 'Rect', 'In', 'Round', 'Oct', 'Obl', 'Hex', 'Equ', 'Rounded', 'Red', ' Square', 'T', 'Quadr', 'Rh', 'Diagonal', 'Squ']",False,True
Star<end_of_turn>,star,square,564185001,564185,"tensor([9.5999e-01, 1.7779e-02, 9.8455e-03, 3.3793e-03, 3.1633e-03, 2.5999e-03,
        6.0885e-04, 5.0956e-04, 3.4780e-04, 3.4438e-04, 3.3780e-04, 2.3012e-04,
        2.2046e-04, 1.4717e-04, 9.6246e-05, 6.1420e-05, 5.5152e-05, 3.2983e-05,
        2.4043e-05, 2.2855e-05])","['Star', 'Diamond', 'Sw', 'Heart', 'Triangle', 'Cross', 'Spiral', 'Butterfly', 'Floral', 'Square', 'Abstract', 'Starburst', 'X', 'Hors', 'Flower', 'Leaf', 'Geometric', 'Zig', 'Arrow', 'Hex']",False,False
Heart<end_of_turn>,heart,square,530945000,530945,"tensor([9.9114e-01, 7.8403e-03, 6.8786e-04, 9.9475e-05, 3.2573e-05, 2.8992e-05,
        2.6521e-05, 2.4674e-05, 2.1323e-05, 1.7696e-05, 1.1753e-05, 8.9228e-06,
        4.7164e-06, 3.8753e-06, 3.8644e-06, 3.8450e-06, 3.8303e-06, 3.6111e-06,
        3.3599e-06, 3.0837e-06])","['Heart', 'Ir', 'As', 'Triangle', 'Round', 'Oval', 'Squ', 'Square', 'Abstract', 'Diamond', 'Te', 'W', 'Hex', 'Blob', 'Almost', 'Cloud', 'Rounded', 'Rough', 'L', 'Circle']",False,False
Squares<end_of_turn>,circle,square,172475010,172475,"tensor([8.6560e-01, 1.3432e-01, 4.8077e-05, 8.7158e-06, 6.0217e-06, 3.7359e-06,
        3.4906e-06, 2.4162e-06, 2.2251e-06, 2.1817e-06, 1.8271e-06, 9.4798e-07,
        8.2301e-07, 7.8746e-07, 6.1110e-07, 5.4742e-07, 5.3938e-07, 2.9789e-07,
        2.0370e-07, 1.9686e-07])","['Squares', 'Square', 'Circles', 'Dots', 'Squ', 'Diamonds', 'Boxes', ' Squares', 'Diamond', 'Stars', 'Circle', 'Rect', 'Sq', 'Squared', 'Hex', 'squares', 'Cube', ' squares', 'Rectangle', ' Square']",False,True
Triangle<end_of_turn>,triangle,square,43664001,43664,"tensor([9.9513e-01, 4.8281e-03, 4.3451e-05, 1.3411e-06, 9.4899e-08, 8.9057e-08,
        3.4776e-08, 3.3431e-08, 1.9757e-08, 1.5670e-08, 6.6248e-09, 3.2058e-09,
        2.9704e-09, 2.5386e-09, 2.4539e-09, 1.8272e-09, 1.6758e-09, 1.2671e-09,
        1.0329e-09, 6.8532e-10])","['Triangle', 'Tri', 'Quadr', 'Square', 'Ir', ' triangular', 'S', '**', 'Obl', 'Sector', 'Tra', 'Slice', 'triangle', ' Triangular', 'Pizza', 'Rect', 'W', ' Triangle', 'Right', 'Rectangle']",False,False
Triangle<end_of_turn>,triangle,square,175236002,175236,"tensor([7.5315e-01, 1.6708e-01, 7.9619e-02, 1.3063e-04, 8.0785e-06, 7.7130e-06,
        2.9487e-06, 2.8948e-06, 1.9182e-07, 1.2132e-07, 1.0600e-07, 1.0178e-07,
        9.6831e-08, 7.2926e-08, 2.6642e-08, 1.6074e-08, 1.6026e-08, 1.4293e-08,
        1.3506e-08, 1.2758e-08])","['Triangle', 'Quadr', 'Tri', 'Tra', 'Obl', 'Square', 'Ir', 'Rect', 'C', 'Right', 'Sector', '**', 'Rectangle', 'S', 'Rh', 'W', 'Ob', 'Geometric', ' triangular', 'T']",False,False
Square<end_of_turn>,star,square,312574000,312574,"tensor([9.9994e-01, 5.2360e-05, 5.1980e-06, 4.5145e-07, 1.7885e-07, 1.0920e-07,
        8.6598e-08, 3.5438e-08, 2.6383e-08, 1.6567e-08, 7.6202e-09, 6.4680e-09,
        5.0198e-09, 3.4774e-09, 2.5296e-09, 2.3569e-09, 1.5125e-09, 1.3469e-09,
        9.2917e-10, 7.7712e-10])","['Square', 'Oval', 'Rectangle', 'Circle', 'Ellipse', 'Sphere', 'Blue', 'Squ', ' Square', 'Obl', ' Oval', 'square', 'Squares', 'Cube', 'Quadr', 'Rect', 'Diamond', 'Hex', 'Geometric', 'Par']",False,True
Heart<end_of_turn>,heart,square,447070003,447070,"tensor([9.5157e-01, 4.5148e-02, 3.2740e-03, 2.7212e-06, 9.1624e-07, 3.7296e-08,
        2.7192e-08, 2.2940e-08, 1.5116e-08, 1.1998e-08, 1.1563e-08, 4.1225e-09,
        2.5399e-09, 1.6498e-09, 1.3417e-09, 1.1204e-09, 1.0936e-09, 7.9698e-10,
        7.8739e-10, 7.7405e-10])","['Heart', 'Diamond', 'Square', 'Geometric', 'Rh', 'Squ', '**', 'Par', 'Rectangle', 'Quadr', 'Here', 'Hex', '<start_of_image>', 'Cube', 'Shape', ' Heart', 'Ir', 'Squares', 'Te', 'T']",False,False
Oval.<end_of_turn>,heart,square,447090001,447090,"tensor([7.9444e-01, 6.7083e-02, 5.3597e-02, 2.5793e-02, 2.3145e-02, 1.7307e-02,
        1.5194e-02, 8.5686e-04, 5.4365e-04, 4.9445e-04, 4.5874e-04, 2.9673e-04,
        2.4894e-04, 2.0856e-04, 7.7368e-05, 6.8003e-05, 4.7423e-05, 2.7710e-05,
        2.6550e-05, 1.0385e-05])","['Oval', 'Obl', 'Oct', 'Hex', 'Round', 'Square', 'Rounded', 'Circular', 'Heart', 'Rect', 'Shield', 'Rectangle', ' Oval', 'Squ', 'Diamond', 'Te', 'Dog', 'Ell', 'Pol', 'Geometric']",False,False
Circle<end_of_turn>,circle,square,316115002,316115,"tensor([4.8685e-01, 4.3302e-01, 2.5495e-02, 2.1517e-02, 1.1768e-02, 8.9742e-03,
        5.7868e-03, 4.8196e-03, 8.4185e-04, 2.6027e-04, 2.1242e-04, 7.6585e-05,
        5.9689e-05, 5.9267e-05, 3.7404e-05, 2.9338e-05, 2.5998e-05, 1.8375e-05,
        1.7478e-05, 1.5747e-05])","['Circle', 'Triangle', 'Round', 'Diamond', 'Rounded', 'Red', 'Square', 'Circular', 'Hex', 'Oval', 'Tri', 'Sphere', 'Oct', 'Heart', 'T', 'Cur', 'Rect', 'Pent', 'Chevron', 'Tra']",False,False
Heart<end_of_turn>,heart,square,74714001,74714,"tensor([1.0000e+00, 1.6924e-06, 1.7860e-07, 1.1108e-07, 2.4410e-08, 2.3555e-08,
        2.0225e-08, 1.5822e-08, 3.3216e-09, 1.1000e-09, 1.0270e-09, 9.5653e-10,
        8.9462e-10, 7.8334e-10, 6.8942e-10, 6.5999e-10, 5.7720e-10, 4.7694e-10,
        4.6467e-10, 4.4142e-10])","['Heart', 'Rectangle', 'Rect', 'Square', ' Heart', '**', 'heart', 'Shape', 'Diamond', 'Abstract', ' heart', 'Here', 'Geometric', 'L', 'Te', 'N', '<start_of_image>', 'Cor', '""', 'Obl']",False,False
Diamond<end_of_turn>,triangle,square,449944002,449944,"tensor([8.7637e-01, 6.2935e-02, 4.0674e-02, 1.0251e-02, 5.5515e-03, 3.5258e-03,
        6.0658e-04, 3.9701e-05, 1.8302e-05, 5.6659e-06, 5.1579e-06, 4.5617e-06,
        3.3804e-06, 2.8517e-06, 1.3664e-06, 9.0733e-07, 7.6848e-07, 6.8487e-07,
        6.5563e-07, 5.5611e-07])","['Diamond', 'Quadr', 'Tra', 'Hex', 'Oct', 'Square', 'Rh', 'Ir', 'El', 'As', 'Pent', 'Polygon', 'Diagonal', 'Equ', 'Obl', 'Squ', 'Skew', 'Triangle', 'Diamonds', 'Ob']",False,False
Square<end_of_turn>,star,square,429613002,429613,"tensor([1.0000e+00, 2.8856e-06, 9.5356e-07, 8.8242e-07, 3.7781e-08, 3.6013e-08,
        2.1714e-08, 9.2290e-09, 6.1363e-09, 5.3910e-09, 4.7839e-09, 3.4109e-09,
        2.9829e-09, 2.5197e-09, 1.7940e-09, 1.7418e-09, 1.6590e-09, 1.2469e-09,
        1.0369e-09, 7.4349e-10])","['Square', 'Triangle', 'Rectangle', 'Equal', 'Equals', 'Cube', 'Squares', ' Square', 'Blue', 'T', 'Diamond', 'Par', 'Equ', 'Te', 'Hex', 'Check', 'Here', 'C', 'Squared', 'Squ']",False,True
Triangle<end_of_turn>,triangle,square,581553002,581553,"tensor([9.9987e-01, 1.1898e-04, 7.8765e-06, 1.7429e-06, 8.4870e-07, 8.2099e-07,
        1.9195e-07, 1.7167e-07, 1.0709e-07, 1.0046e-07, 9.5245e-08, 9.4255e-08,
        8.2730e-08, 5.0524e-08, 3.1069e-08, 2.9925e-08, 8.4491e-09, 7.4725e-09,
        7.1473e-09, 6.0845e-09])","['Triangle', 'Arrow', 'Yield', 'Tri', 'Cross', 'Circle', 'Chevron', 'Hex', 'triangle', ' Triangle', 'Diamond', 'Square', 'Oct', 'Ups', 'V', 'Traffic', 'Right', 'Pent', 'Symbol', 'W']",False,False
Heart<end_of_turn>,heart,square,75369002,75369,"tensor([9.9059e-01, 9.3750e-03, 2.7927e-05, 4.7155e-06, 3.7254e-06, 2.0700e-06,
        6.6565e-08, 5.5573e-08, 5.0118e-08, 2.8691e-08, 1.9106e-08, 1.9009e-08,
        1.5934e-08, 8.8593e-09, 8.0401e-09, 5.3629e-09, 5.3321e-09, 4.6259e-09,
        3.0492e-09, 2.9802e-09])","['Heart', 'Square', 'Hex', 'Diamond', 'Geometric', 'Cube', 'Te', 'Quadr', 'Ir', 'heart', 'Tra', ' Heart', 'Rect', 'C', '**', 'Obl', 'Squ', ' heart', 'Triangle', 'Oct']",False,False
Heart<end_of_turn>,star,square,524692000,524692,"tensor([9.8443e-01, 8.2823e-03, 6.9525e-03, 2.1908e-04, 5.6989e-05, 1.6908e-05,
        1.5361e-05, 1.3498e-05, 2.5867e-06, 2.2189e-06, 1.9117e-06, 1.7563e-06,
        1.1855e-06, 7.3784e-07, 4.0123e-07, 3.7253e-07, 3.4094e-07, 3.3607e-07,
        2.6080e-07, 1.8485e-07])","['Heart', 'Hearts', 'Star', 'Flower', 'Square', 'Spiral', 'Squares', 'Stars', 'Squ', 'Hear', 'Diamond', 'Starburst', 'Sw', ' Heart', 'Here', 'Butterfly', ' hearts', 'Floral', 'Circles', 'Four']",False,False
Square<end_of_turn>,star,square,359830001,359830,"tensor([1.0000e+00, 3.3640e-07, 9.2425e-09, 3.4489e-09, 9.3838e-10, 7.5805e-10,
        6.2775e-10, 1.6492e-10, 1.4357e-10, 1.1590e-10, 4.2334e-11, 3.8928e-11,
        3.8901e-11, 8.9709e-12, 8.6822e-12, 6.3020e-12, 4.8873e-12, 3.7838e-12,
        2.7460e-12, 2.7087e-12])","['Square', 'Star', 'Diamond', ' Square', 'Squ', 'Rectangle', 'Squares', '**', 'square', 'Triangle', 'Par', 'Here', 'Rh', 'Squared', '<start_of_image>', 'Cube', 'Box', ' square', 'T', 'Shape']",False,True
Triangle<end_of_turn>,triangle,square,455952000,455952,"tensor([9.9659e-01, 3.0183e-03, 3.5272e-04, 2.8600e-05, 3.3414e-06, 1.6781e-06,
        1.6410e-06, 6.8010e-07, 2.2499e-07, 2.1127e-07, 1.2898e-07, 9.8720e-08,
        8.7131e-08, 1.9600e-08, 8.7608e-09, 5.3280e-09, 3.3439e-09, 1.5971e-09,
        1.0991e-09, 5.3970e-10])","['Triangle', 'Square', 'Pent', 'In', 'Hex', 'Oct', 'Quadr', 'Ups', 'Diamond', 'Red', 'Rectangle', 'Tri', 'Tra', '**', 'Equ', 'Polygon', 'Rh', 'Geometric', 'Shape', 'triangle']",False,False
Star<end_of_turn>,star,square,403826004,403826,"tensor([9.1992e-01, 5.8266e-02, 1.7331e-02, 3.4571e-03, 6.6523e-04, 1.4275e-04,
        5.3213e-05, 4.7851e-05, 2.2149e-05, 1.8399e-05, 1.1788e-05, 1.0786e-05,
        1.0537e-05, 8.6552e-06, 5.2574e-06, 2.2062e-06, 2.1646e-06, 2.0349e-06,
        1.9881e-06, 1.7509e-06])","['Star', 'Diamond', 'Square', 'Cat', 'Triangle', 'Starburst', 'Stars', 'Tiger', 'Paw', 'Circle', 'Sphere', 'Wolf', 'Rectangle', 'Oct', 'Jag', 'Geometric', 'Lion', 'Arrow', 'Styl', 'C']",False,False
Circle<end_of_turn>,circle,square,250922003,250922,"tensor([9.9713e-01, 2.4802e-03, 1.8769e-04, 7.5540e-05, 5.9926e-05, 1.8021e-05,
        1.0004e-05, 8.3399e-06, 6.5251e-06, 6.1557e-06, 3.3722e-06, 2.2898e-06,
        1.8275e-06, 1.7948e-06, 1.6551e-06, 1.4033e-06, 8.4607e-07, 5.3357e-07,
        5.3303e-07, 3.8827e-07])","['Circle', 'Ring', 'Oval', 'Circles', 'Floral', 'Blue', 'Circular', 'Diamond', 'Round', 'Square', 'Geometric', 'Spiral', 'Disk', 'Ann', 'Rim', 'Ellipse', 'Triangle', 'Dots', ' circle', '**']",False,False
Star<end_of_turn>,star,square,63918002,63918,"tensor([9.9911e-01, 8.8737e-04, 2.5632e-06, 1.9145e-06, 1.6417e-06, 3.9978e-07,
        1.8117e-07, 1.0792e-07, 7.9759e-08, 7.3524e-08, 7.1990e-08, 2.0550e-08,
        2.0013e-08, 1.8236e-08, 1.0255e-08, 1.0059e-08, 9.2378e-09, 7.2518e-09,
        7.1829e-09, 7.0215e-09])","['Star', 'Starburst', 'Diamond', 'Flower', 'Bl', 'Chevron', 'Arrow', 'Cross', 'Burst', 'Spiral', 'star', 'Aster', 'Hex', 'Qu', 'Diagonal', ' Star', 'Triangle', 'Flare', 'Galaxy', 'Stars']",False,False
